dataset,family,model_ref,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,repo,ceiling_lower,ceiling_upper,ceiling_n_stim,ceiling_n_subjects,frac_of_ceiling,seed_null_sd,params
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-02,382,,Sem,ses-11+,72,-0.0072706439697862,-0.0212239584554207,-0.0047138232745024,BrainAlign/gpt2-babylm-5,0.2731807870321323,0.6611824419010607,72,3.0,-0.026614770565585227,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-03,573,,Sem,ses-11+,72,-0.0138050957144786,-0.0159952703129784,-0.0092273580600804,BrainAlign/gpt2-babylm-5,0.2731807870321323,0.6611824419010607,72,3.0,-0.05053465093375987,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-04,764,,Sem,ses-11+,72,0.008374343039754,-0.0041498472403083,0.0059602669288179,BrainAlign/gpt2-babylm-5,0.2731807870321323,0.6611824419010607,72,3.0,0.03065494880051351,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-05,1146,,Sem,ses-11+,72,0.0089975223486142,0.0013830506396415,0.0061483053572577,BrainAlign/gpt2-babylm-5,0.2731807870321323,0.6611824419010607,72,3.0,0.03293614622889233,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-06,1337,,Sem,ses-11+,72,0.0082917966994478,0.0018550123542317,0.0055456023814117,BrainAlign/gpt2-babylm-5,0.2731807870321323,0.6611824419010607,72,3.0,0.030352781356005453,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-07,1528,,Sem,ses-11+,72,0.0067221543384665,-0.0010945764625705,0.0046635980265152,BrainAlign/gpt2-babylm-5,0.2731807870321323,0.6611824419010607,72,3.0,0.024606980642733933,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-08,1719,,Sem,ses-11+,72,0.0098563339902482,0.0016787561567221,0.0066989455760437,BrainAlign/gpt2-babylm-5,0.2731807870321323,0.6611824419010607,72,3.0,0.03607989455381747,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-09,1908,,Sem,ses-11+,72,0.0085787269390051,0.0006732801493985,0.0059719044862784,BrainAlign/gpt2-babylm-5,0.2731807870321323,0.6611824419010607,72,3.0,0.03140311232061882,,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-01,191,,Sem,ses-9,72,-0.0032469202113713,-0.0126662428408654,-0.0020310600283588,BrainAlign/gpt2-babylm-5,,,72,,,0.0084082983710845,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-02,382,,Sem,ses-9,72,-0.0030935086844455,-0.0021884635516666,-0.0018577216725007,BrainAlign/gpt2-babylm-5,,,72,,,0.0084082983710845,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-03,573,,Sem,ses-9,72,0.0085825356203056,0.0020984443675447,0.0058200037362684,BrainAlign/gpt2-babylm-5,,,72,,,0.0084082983710845,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-04,764,,Sem,ses-9,72,0.0125149149846101,0.0030135531624265,0.008348416220305,BrainAlign/gpt2-babylm-5,,,72,,,0.0084082983710845,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-05,1146,,Sem,ses-9,72,0.027007974958251,0.0075265402249533,0.0180474016090454,BrainAlign/gpt2-babylm-5,,,72,,,0.0084082983710845,134601216
ds002236,babylm-gpt2-5,BrainAlign/gpt2-babylm-5@checkpoint-06,1337,,Sem,ses-9,72,0.0281500863756819,0.0074321960136706,0.0188497805707915,BrainAlign/gpt2-babylm-5,,,72,,,0.0084082983710845,134601216
