family,model_ref,step,tokens,task,session,rsa_intact,rsa_circuit_ablated,rsa_random_ablated
pico-decoder-small,pico-lm/pico-decoder-small@457283267b592ffd80ca1a4ede807a4a5606a7f4,22000,,Gram,ses-5,0.0239576783166894,0.0189422467059141,0.0242229505729736
pico-decoder-small,pico-lm/pico-decoder-small@457283267b592ffd80ca1a4ede807a4a5606a7f4,22000,,Gram,ses-7,0.0249685295810468,0.0244424213126997,0.0147158628045164
pico-decoder-small,pico-lm/pico-decoder-small@457283267b592ffd80ca1a4ede807a4a5606a7f4,22000,,Gram,ses-9,-0.0355695324178573,-0.0296383604548083,-0.0589791214170883
pico-decoder-small,pico-lm/pico-decoder-small@542883f65bdcba033a9c80f753fdd6f6829cb7e7,23000,,Gram,ses-5,0.0068362729032671,0.0178758991083587,0.0117615037669042
pico-decoder-small,pico-lm/pico-decoder-small@542883f65bdcba033a9c80f753fdd6f6829cb7e7,23000,,Gram,ses-7,0.0002440442866798,0.010780115656241,0.0006435875894033
pico-decoder-small,pico-lm/pico-decoder-small@542883f65bdcba033a9c80f753fdd6f6829cb7e7,23000,,Gram,ses-9,-0.0686930636795104,-0.061955096866177,-0.0643330233137996
pico-decoder-small,pico-lm/pico-decoder-small@bbc3997ae0773f6e0f145401283a22dced84175c,24000,,Gram,ses-5,0.0233836759229245,0.0164770604164688,0.017603338427422
pico-decoder-small,pico-lm/pico-decoder-small@bbc3997ae0773f6e0f145401283a22dced84175c,24000,,Gram,ses-7,0.0208510349170777,0.0171719926636855,0.0273421236574836
pico-decoder-small,pico-lm/pico-decoder-small@bbc3997ae0773f6e0f145401283a22dced84175c,24000,,Gram,ses-9,-0.0469466572631994,-0.0518180992066583,-0.0121933450915806
pico-decoder-small,pico-lm/pico-decoder-small@8316a2db89b6a337de59490bec6e6ed79275e85f,25000,,Gram,ses-5,0.0157765320094686,0.0095543489175653,0.0133910379784108
pico-decoder-small,pico-lm/pico-decoder-small@8316a2db89b6a337de59490bec6e6ed79275e85f,25000,,Gram,ses-7,0.0200720628921366,0.0146296546771774,0.025035899900607
pico-decoder-small,pico-lm/pico-decoder-small@8316a2db89b6a337de59490bec6e6ed79275e85f,25000,,Gram,ses-9,-0.0452946085712642,-0.0415902018210339,-0.0154119982477268
pico-decoder-small,pico-lm/pico-decoder-small@b2ff4ecd5fdb6684736075b48a28007f425925d5,26000,,Gram,ses-5,0.0111611565745293,0.0040899499153978,0.0028613850968303
pico-decoder-small,pico-lm/pico-decoder-small@b2ff4ecd5fdb6684736075b48a28007f425925d5,26000,,Gram,ses-7,0.0227807275766208,0.0147922376178351,0.0229454096182027
pico-decoder-small,pico-lm/pico-decoder-small@b2ff4ecd5fdb6684736075b48a28007f425925d5,26000,,Gram,ses-9,-0.0421021032877649,-0.0396345993312167,-0.0436677382703119
pico-decoder-small,pico-lm/pico-decoder-small@d0bf4c35052d4efe8b11ad72cf76ba92d8837271,27000,,Gram,ses-5,0.0050034526693668,0.0027189838213473,-0.0097507122349521
pico-decoder-small,pico-lm/pico-decoder-small@d0bf4c35052d4efe8b11ad72cf76ba92d8837271,27000,,Gram,ses-7,0.0150315762396079,0.0197132724436452,0.0045863699718072
pico-decoder-small,pico-lm/pico-decoder-small@d0bf4c35052d4efe8b11ad72cf76ba92d8837271,27000,,Gram,ses-9,-0.0266323115979421,-0.0254042163720556,-0.0298269679188833
pico-decoder-small,pico-lm/pico-decoder-small@c5fe4eaa6e28635b04a285d9d63224a7013711d4,28000,,Gram,ses-5,0.0044278337514881,0.0064853984456839,0.0066617294153845
pico-decoder-small,pico-lm/pico-decoder-small@c5fe4eaa6e28635b04a285d9d63224a7013711d4,28000,,Gram,ses-7,0.0101089660060938,0.0140836590505893,0.0210014171041159
pico-decoder-small,pico-lm/pico-decoder-small@c5fe4eaa6e28635b04a285d9d63224a7013711d4,28000,,Gram,ses-9,-0.0321468055354654,-0.0257228772045273,-0.0230579430679575
pico-decoder-small,pico-lm/pico-decoder-small@574194afaad5aebab0de6f7ec3ebd45241ba9f36,29000,,Gram,ses-5,-0.0013205736057286,0.0053158118710227,-0.0056668854185905
pico-decoder-small,pico-lm/pico-decoder-small@574194afaad5aebab0de6f7ec3ebd45241ba9f36,29000,,Gram,ses-7,-0.0021025666047834,0.0053765537925097,-0.0050982043538696
pico-decoder-small,pico-lm/pico-decoder-small@574194afaad5aebab0de6f7ec3ebd45241ba9f36,29000,,Gram,ses-9,-0.0528711380715498,-0.0486323781307853,-0.0494698761191244
pico-decoder-small,pico-lm/pico-decoder-small@4e76d0f5009af59c7519cc564d83ccb252becc09,30000,,Gram,ses-5,0.0125526332650333,0.0071056827687959,0.0246091072382566
pico-decoder-small,pico-lm/pico-decoder-small@4e76d0f5009af59c7519cc564d83ccb252becc09,30000,,Gram,ses-7,0.020628331129124,0.0146938373929629,0.0211670556432323
pico-decoder-small,pico-lm/pico-decoder-small@4e76d0f5009af59c7519cc564d83ccb252becc09,30000,,Gram,ses-9,-0.0409819364737293,-0.0333066020765377,-0.0401732264643543
pico-decoder-small,pico-lm/pico-decoder-small@63e4f365e97340e8419c8d14c3479eab48b41672,31000,,Gram,ses-5,0.0086024088124455,0.0148026530536581,0.014991210745237
pico-decoder-small,pico-lm/pico-decoder-small@63e4f365e97340e8419c8d14c3479eab48b41672,31000,,Gram,ses-7,0.0104157225559014,0.0185324416128991,0.0167197121552675
pico-decoder-small,pico-lm/pico-decoder-small@63e4f365e97340e8419c8d14c3479eab48b41672,31000,,Gram,ses-9,-0.0393737092186145,-0.023685792810483,-0.0381347311282454
pico-decoder-small,pico-lm/pico-decoder-small@8c1e326d52a990b3ef622fa0187927b4c3c8b198,32000,,Gram,ses-5,0.0016518290437457,0.0078126664521436,0.0025492228211374
pico-decoder-small,pico-lm/pico-decoder-small@8c1e326d52a990b3ef622fa0187927b4c3c8b198,32000,,Gram,ses-7,0.0022791594210941,0.0122014645005164,0.0050673562263696
pico-decoder-small,pico-lm/pico-decoder-small@8c1e326d52a990b3ef622fa0187927b4c3c8b198,32000,,Gram,ses-9,-0.0379449983729533,-0.0271385757884797,-0.0277903163291533
pico-decoder-small,pico-lm/pico-decoder-small@5087b4b665fc374f51db109f5832fccfa45038ed,33000,,Gram,ses-5,0.0229839378582595,0.0147962259095911,0.0153626369156836
pico-decoder-small,pico-lm/pico-decoder-small@5087b4b665fc374f51db109f5832fccfa45038ed,33000,,Gram,ses-7,0.0218781466395225,0.0133263640297286,0.0164758117760221
pico-decoder-small,pico-lm/pico-decoder-small@5087b4b665fc374f51db109f5832fccfa45038ed,33000,,Gram,ses-9,-0.0180388477686619,-0.0143457610152714,-0.0295558398202269
pico-decoder-small,pico-lm/pico-decoder-small@1b37af2dca833f47e09a88bc07d1b193eb75b975,34000,,Gram,ses-5,0.0098394587595944,0.0172334075958812,0.0057637080717371
pico-decoder-small,pico-lm/pico-decoder-small@1b37af2dca833f47e09a88bc07d1b193eb75b975,34000,,Gram,ses-7,0.0065753373462119,0.0125328000073317,-9.156516273893956e-05
pico-decoder-small,pico-lm/pico-decoder-small@1b37af2dca833f47e09a88bc07d1b193eb75b975,34000,,Gram,ses-9,-0.0415425825263557,-0.030325729446633,-0.0546876221066078
pico-decoder-small,pico-lm/pico-decoder-small@f84a2138adf461f090569b0490e077e154d5692a,35000,,Gram,ses-5,0.0365258330264435,0.0324513656033781,0.0321995816935482
pico-decoder-small,pico-lm/pico-decoder-small@f84a2138adf461f090569b0490e077e154d5692a,35000,,Gram,ses-7,0.0196191959338727,0.02209750917817,0.0169017496498518
