task,dataset,session,token_bin,mean,ci_lo,ci_hi,n,tokens
Sem,ds002236,ses-11+,8.0,-0.013125364409721901,-0.022611391170064846,-0.0036393376493789546,9,1124160903.1846583
Sem,ds002236,ses-11+,9.0,-0.01348193088797219,-0.02736807629794074,0.00040421452199635756,9,2367740924.950251
Sem,ds002236,ses-11+,11.0,-0.010653453241950392,-0.018753033558622283,-0.002553872925278502,14,10503779302.537245
Sem,ds002236,ses-11+,12.0,-0.0035642972405364286,-0.01326019575746819,0.006131601276395332,14,22123370463.07825
Sem,ds002236,ses-11+,13.0,-0.012282896130292773,-0.02069034611080951,-0.0038754461497760365,15,46596896845.34551
Sem,ds002236,ses-11+,14.0,-0.010577533461909833,-0.0214056667469711,0.0002505998231514331,15,98143761559.27098
Sem,ds002236,ses-11+,15.0,-0.008580911030050634,-0.01430423030275645,-0.0028575917573448184,30,206713291766.44907
Sem,ds002236,ses-9,0.0,0.009252668174574472,0.0015450411430897072,0.016960295206059236,14,2902570.9709944464
Sem,ds002236,ses-9,1.0,0.01845633858072521,0.009824451275122645,0.027088225886327776,23,6113480.780310711
Sem,ds002236,ses-9,2.0,0.02112847639774905,0.005379922545348685,0.03687703025014941,18,12876393.93651883
Sem,ds002236,ses-9,3.0,0.00984951417010275,0.002183839126243749,0.01751518921396175,32,27120641.540643267
Sem,ds002236,ses-9,4.0,0.0095187533942217,-0.0029293525019372935,0.021966859290380693,9,57122296.91031942
Sem,ds002236,ses-9,5.0,0.010946428587453656,-0.006670448881411117,0.02856330605631843,9,120312670.31131203
Sem,ds002236,ses-9,6.0,0.004178893984203334,-0.014527995657160928,0.022885783625567594,9,253406102.70213875
Sem,ds002236,ses-9,7.0,0.006390880378444326,-0.0027145462256449888,0.015496306982533641,23,533731424.30078125
Sem,ds002236,ses-9,8.0,-0.0059283207671336,-0.017061680880754493,0.005205039346487294,9,1124160903.1846583
Sem,ds002236,ses-9,9.0,-0.0032505991452248103,-0.015121939107554154,0.008620740817104532,9,2367740924.950251
Sem,ds002236,ses-9,11.0,0.000930988317359371,-0.008574387084338029,0.01043636371905677,14,10503779302.537245
Sem,ds002236,ses-9,12.0,-0.00087986186281625,-0.009341992141851134,0.007582268416218634,14,22123370463.07825
Sem,ds002236,ses-9,13.0,-0.011547838229248094,-0.02054967982056623,-0.002545996637929957,15,46596896845.34551
Sem,ds002236,ses-9,14.0,-0.0037385839313303026,-0.013013537814219312,0.005536369951558706,15,98143761559.27098
Sem,ds002236,ses-9,15.0,-0.0029921192213395328,-0.008274738962808385,0.0022905005201293203,30,206713291766.44907
Sem,ds003604,ses-5,0.0,-0.0025666149947186283,-0.010249457271413302,0.005116227281976046,14,2902570.9709944464
Sem,ds003604,ses-5,1.0,-0.0020996387355962697,-0.0068059218975722886,0.002606644426379749,23,6113480.780310711
Sem,ds003604,ses-5,2.0,-0.003945328082260495,-0.009117867374140493,0.001227211209619503,18,12876393.93651883
Sem,ds003604,ses-5,3.0,-0.00639146104826958,-0.010253977634675079,-0.0025289444618640817,32,27120641.540643267
Sem,ds003604,ses-5,4.0,-0.009189218388647535,-0.018465391629411534,8.695485211646439e-05,9,57122296.91031942
Sem,ds003604,ses-5,5.0,-0.0015951615636998332,-0.009032780150392617,0.00584245702299295,9,120312670.31131203
Sem,ds003604,ses-5,6.0,0.0038617655346815122,-0.003997409296628413,0.011720940365991438,9,253406102.70213875
Sem,ds003604,ses-5,7.0,0.0014069695208777564,-0.0030345943023626144,0.005848533344118128,23,533731424.30078125
Sem,ds003604,ses-5,8.0,-0.0026951270879877667,-0.011121624902131255,0.005731370726155722,9,1124160903.1846583
Sem,ds003604,ses-5,9.0,1.840175948076668e-05,-0.0038383849098464523,0.003875188428807986,9,2367740924.950251
Sem,ds003604,ses-5,11.0,-0.003894235164430593,-0.008074320982151943,0.00028585065329075595,14,10503779302.537245
Sem,ds003604,ses-5,12.0,0.0012928943896300643,-0.004448337345995108,0.007034126125255237,14,22123370463.07825
Sem,ds003604,ses-5,13.0,-0.004036043860309127,-0.00827395119896986,0.00020186347835160576,15,46596896845.34551
Sem,ds003604,ses-5,14.0,-0.004747205863067693,-0.008505577109814928,-0.0009888346163204578,15,98143761559.27098
Sem,ds003604,ses-5,15.0,-0.0021020779694479767,-0.004349399535852975,0.00014524359695702177,30,206713291766.44907
Sem,ds003604,ses-7,0.0,0.003582089196146942,-0.005292918895789166,0.01245709728808305,14,2902570.9709944464
Sem,ds003604,ses-7,1.0,0.0018856701445664913,-0.0033719468356126483,0.007143287124745631,23,6113480.780310711
Sem,ds003604,ses-7,2.0,-0.0042484482914376944,-0.00993622850193187,0.0014393319190564805,18,12876393.93651883
Sem,ds003604,ses-7,3.0,-0.005673939715495294,-0.01058345209486481,-0.0007644273361257781,32,27120641.540643267
Sem,ds003604,ses-7,4.0,-0.009483032679923956,-0.019418709866260514,0.0004526445064126014,9,57122296.91031942
Sem,ds003604,ses-7,5.0,-0.0039647066048093555,-0.012907572627712487,0.004978159418093776,9,120312670.31131203
Sem,ds003604,ses-7,6.0,0.004568041965475023,-0.004391573150016773,0.013527657080966819,9,253406102.70213875
Sem,ds003604,ses-7,7.0,0.001262140430777762,-0.0034756920818414788,0.005999972943397002,23,533731424.30078125
Sem,ds003604,ses-7,8.0,-0.003416944695111733,-0.013458686832587559,0.006624797442364094,9,1124160903.1846583
Sem,ds003604,ses-7,9.0,0.0013260713630163774,-0.0038106557137001828,0.006462798439732937,9,2367740924.950251
Sem,ds003604,ses-7,11.0,-0.005563645624098214,-0.009825051964283397,-0.0013022392839130295,14,10503779302.537245
Sem,ds003604,ses-7,12.0,-0.0019445003714046796,-0.009175679918956462,0.005286679176147103,14,22123370463.07825
Sem,ds003604,ses-7,13.0,-0.006853605392277301,-0.011492109244511373,-0.0022151015400432303,15,46596896845.34551
Sem,ds003604,ses-7,14.0,-0.007077860307709605,-0.011321721953961692,-0.002833998661457518,15,98143761559.27098
Sem,ds003604,ses-7,15.0,-0.006508059954723132,-0.008763633363230088,-0.004252486546216177,30,206713291766.44907
Sem,ds003604,ses-9,0.0,0.002160751187383201,-0.006769433856505076,0.011090936231271477,14,2902570.9709944464
Sem,ds003604,ses-9,1.0,0.0009473311127655866,-0.004470381330890098,0.006365043556421272,23,6113480.780310711
Sem,ds003604,ses-9,2.0,-0.004928432604733017,-0.009840648116910235,-1.621709255579789e-05,18,12876393.93651883
Sem,ds003604,ses-9,3.0,-0.0062153384849987494,-0.011005671556507788,-0.0014250054134897112,32,27120641.540643267
Sem,ds003604,ses-9,4.0,-0.008556537737410976,-0.016714518381621725,-0.00039855709320022435,9,57122296.91031942
Sem,ds003604,ses-9,5.0,-0.001487962036553122,-0.010436231976492644,0.0074603079033864,9,120312670.31131203
Sem,ds003604,ses-9,6.0,0.0035297112846826226,-0.004371659406001796,0.011431081975367042,9,253406102.70213875
Sem,ds003604,ses-9,7.0,0.002237417922240352,-0.0017110207181170673,0.006185856562597771,23,533731424.30078125
Sem,ds003604,ses-9,8.0,-0.002298590506180189,-0.009481649924843221,0.004884468912482844,9,1124160903.1846583
Sem,ds003604,ses-9,9.0,0.0006213795672142666,-0.0050239651931378295,0.006266724327566363,9,2367740924.950251
Sem,ds003604,ses-9,11.0,-0.0013594572549482568,-0.005759654890547368,0.0030407403806508547,14,10503779302.537245
Sem,ds003604,ses-9,12.0,0.002218402559737286,-0.0046254927535571266,0.009062297873031698,14,22123370463.07825
Sem,ds003604,ses-9,13.0,-0.004340447946409506,-0.008190877600725479,-0.000490018292093533,15,46596896845.34551
Sem,ds003604,ses-9,14.0,-0.004707024371163567,-0.009205465472899802,-0.00020858326942733204,15,98143761559.27098
Sem,ds003604,ses-9,15.0,-0.00345971037328592,-0.005715952136356408,-0.001203468610215432,30,206713291766.44907
Sem,ds006239,ses-11,0.0,-0.0017083213605893423,-0.013332840265244684,0.009916197544066,14,2902570.9709944464
Sem,ds006239,ses-11,1.0,0.0016153262017174692,-0.006238302953775704,0.009468955357210642,23,6113480.780310711
Sem,ds006239,ses-11,2.0,0.012843430792744033,0.005946116434091996,0.01974074515139607,18,12876393.93651883
Sem,ds006239,ses-11,3.0,0.01141294612574919,0.004517046955078167,0.018308845296420215,32,27120641.540643267
Sem,ds006239,ses-11,4.0,0.008793230476983145,-0.004933622436581334,0.022520083390547625,9,57122296.91031942
Sem,ds006239,ses-11,5.0,0.001868308906772377,-0.012643210074111256,0.01637982788765601,9,120312670.31131203
Sem,ds006239,ses-11,6.0,0.009563127606159289,-0.00032563796274524826,0.019451893175063826,9,253406102.70213875
Sem,ds006239,ses-11,7.0,0.011975093696570282,0.003657625367066498,0.020292562026074067,23,533731424.30078125
Sem,ds006239,ses-11,8.0,0.006986019488619488,-0.0018406664509082009,0.015812705428147177,9,1124160903.1846583
Sem,ds006239,ses-11,9.0,-0.0022726915107740223,-0.011175771007758132,0.006630387986210087,9,2367740924.950251
Sem,ds006239,ses-11,11.0,-0.010059535585487445,-0.015916053456571613,-0.004203017714403277,14,10503779302.537245
Sem,ds006239,ses-11,12.0,-0.013061149790909863,-0.02041720859896828,-0.005705090982851446,14,22123370463.07825
Sem,ds006239,ses-11,13.0,-0.006005374859167886,-0.013690397943466104,0.0016796482251303316,15,46596896845.34551
Sem,ds006239,ses-11,14.0,-0.0022951333462347995,-0.009733598542165912,0.0051433318496963126,15,98143761559.27098
Sem,ds006239,ses-11,15.0,-0.011373398971493713,-0.015664342131503726,-0.007082455811483701,30,206713291766.44907
Sem,ds006239,ses-11+,0.0,-0.011709380641914338,-0.02858975650356086,0.005170995219732187,14,2902570.9709944464
Sem,ds006239,ses-11+,1.0,-0.007206941118910031,-0.018092980756583235,0.003679098518763175,23,6113480.780310711
Sem,ds006239,ses-11+,2.0,0.008535382824769046,0.002364246749039064,0.014706518900499028,18,12876393.93651883
Sem,ds006239,ses-11+,3.0,0.00015787044901724055,-0.007312062740964713,0.0076278036389991945,32,27120641.540643267
Sem,ds006239,ses-11+,4.0,-0.0008960337482872778,-0.011701236500895211,0.009909169004320654,9,57122296.91031942
Sem,ds006239,ses-11+,5.0,-0.006802736881292277,-0.02152638603094749,0.007920912268362935,9,120312670.31131203
Sem,ds006239,ses-11+,6.0,-0.0008080025059139225,-0.013129429844989915,0.01151342483316207,9,253406102.70213875
Sem,ds006239,ses-11+,7.0,0.002867498203526356,-0.0021493858039393866,0.007884382210992098,23,533731424.30078125
Sem,ds006239,ses-11+,8.0,0.0047931422896702,-0.0031312586995007547,0.012717543278841156,9,1124160903.1846583
Sem,ds006239,ses-11+,9.0,0.0006246845969065114,-0.010571611317890467,0.011820980511703489,9,2367740924.950251
Sem,ds006239,ses-11+,11.0,-0.009097971965376664,-0.014779894259973085,-0.003416049670780243,14,10503779302.537245
Sem,ds006239,ses-11+,12.0,-0.006056322071420779,-0.012682205677256735,0.0005695615344151776,14,22123370463.07825
Sem,ds006239,ses-11+,13.0,-0.007126627195412159,-0.012675089176564628,-0.0015781652142596901,15,46596896845.34551
Sem,ds006239,ses-11+,14.0,-0.00046558698484575344,-0.0057220041618338754,0.004790830192142369,15,98143761559.27098
Sem,ds006239,ses-11+,15.0,-0.009146846106370234,-0.01329478572574767,-0.0049989064869927985,30,206713291766.44907
