dataset,family,model_ref,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,n_stim_ceil,ceiling_lower,ceiling_upper,ceiling_n,n_subjects,frac_of_ceiling,params,cell
ds006239,parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-300,300,157286400.0,SemLocal,ses-11+,48,0.0208246794283689,0.0224870050225963,0.0131617864537119,48,0.30557093733368557,0.38962999022754097,23,23,0.0681500656118622,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-640,640,335544320.0,SemLocal,ses-11+,48,-0.0039785458015025,-0.0144790470184807,-0.0025864184711812,48,0.30557093733368557,0.38962999022754097,23,23,-0.013020039916812836,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-1100,1100,576716800.0,SemLocal,ses-11+,48,0.020340138785657,-0.0037533765215593,0.0128062325762867,48,0.30557093733368557,0.38962999022754097,23,23,0.06656437605990463,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-1850,1850,969932800.0,SemLocal,ses-11+,48,0.014026554061293,0.0034519545462696,0.0089612163089102,48,0.30557093733368557,0.38962999022754097,23,23,0.045902775256325856,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed1,jmichaelov/parc-pythia-seed1@checkpoint-4000,4000,2097152000.0,SemLocal,ses-11+,48,0.0120819703006258,0.0012320403074402,0.0078095993253915,48,0.30557093733368557,0.38962999022754097,23,23,0.03953900330328929,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-10,10,5242880.0,Orth,ses-11,96,-0.0027664609165238,0.0024149314797147,-0.0018475119582241,96,0.5225246741467346,0.5898112775795412,18,18,-0.005294412021865452,,ds006239/Orth/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-20,20,10485760.0,Orth,ses-11,96,-0.0071107941742831,-0.0040584947224688,-0.004450421953106,96,0.5225246741467346,0.5898112775795412,18,18,-0.013608532814062397,,ds006239/Orth/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-30,30,15728640.0,Orth,ses-11,96,0.0124396711800841,-0.0077205474281297,0.0083921143063845,96,0.5225246741467346,0.5898112775795412,18,18,0.023806858882592805,,ds006239/Orth/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-50,50,26214400.0,Orth,ses-11,96,-0.0286559935811825,-0.0030476753529659,-0.0191439335342084,96,0.5225246741467346,0.5898112775795412,18,18,-0.05484141706413535,,ds006239/Orth/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-70,70,36700160.0,Orth,ses-11,96,-0.0172822401284468,-0.0069957001890619,-0.0115645551694546,96,0.5225246741467346,0.5898112775795412,18,18,-0.03307449577700444,,ds006239/Orth/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-100,100,52428800.0,Orth,ses-11,96,-0.0185013369536917,-0.0039731962520759,-0.0122866664357757,96,0.5225246741467346,0.5898112775795412,18,18,-0.0354075852664829,,ds006239/Orth/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-300,300,157286400.0,Orth,ses-11,96,-0.0574689686702953,-0.0245464933955327,-0.0380808349014673,96,0.5225246741467346,0.5898112775795412,18,18,-0.10998326301842148,,ds006239/Orth/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-640,640,335544320.0,Orth,ses-11,96,-0.0429284804374046,-0.02988351167476,-0.0287539972985765,96,0.5225246741467346,0.5898112775795412,18,18,-0.08215589150408135,,ds006239/Orth/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1100,1100,576716800.0,Orth,ses-11,96,-0.0346495646391747,-0.0160931748349757,-0.0233571150952617,96,0.5225246741467346,0.5898112775795412,18,18,-0.06631182478752086,,ds006239/Orth/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1850,1850,969932800.0,Orth,ses-11,96,-0.0077459716784654,-0.0030278463447116,-0.0050842174530425,96,0.5225246741467346,0.5898112775795412,18,18,-0.014824126135506066,,ds006239/Orth/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-4000,4000,2097152000.0,Orth,ses-11,96,-0.0165429083551904,-0.0072761803876233,-0.010996371164806,96,0.5225246741467346,0.5898112775795412,18,18,-0.03165957355450136,,ds006239/Orth/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-10,10,5242880.0,Orth,ses-11+,96,0.016647002636168,0.0051472784245521,0.011202248877293,96,0.5621949434762923,0.61484988977185,22,22,0.029610729924450137,,ds006239/Orth/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-20,20,10485760.0,Orth,ses-11+,96,0.0177427512795239,-0.0004502798880919,0.0118171882876746,96,0.5621949434762923,0.61484988977185,22,22,0.031559784529211286,,ds006239/Orth/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-30,30,15728640.0,Orth,ses-11+,96,0.0378258792905198,-0.0048557198424992,0.0250914905161565,96,0.5621949434762923,0.61484988977185,22,22,0.06728249645332307,,ds006239/Orth/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-50,50,26214400.0,Orth,ses-11+,96,-0.0096347010696087,-0.002989478707486,-0.0063404563173672,96,0.5621949434762923,0.61484988977185,22,22,-0.017137651594717685,,ds006239/Orth/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-70,70,36700160.0,Orth,ses-11+,96,0.0065502190817168,-0.0089022620107649,0.0042447366496961,96,0.5621949434762923,0.61484988977185,22,22,0.011651152607695097,,ds006239/Orth/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-100,100,52428800.0,Orth,ses-11+,96,-0.0092645645168825,-0.0039719491472197,-0.0061924937370845,96,0.5621949434762923,0.61484988977185,22,22,-0.016479274003419038,,ds006239/Orth/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-300,300,157286400.0,Orth,ses-11+,96,-0.0316551717366686,-0.0235858378877452,-0.0210428187160157,96,0.5621949434762923,0.61484988977185,22,22,-0.05630639710298905,,ds006239/Orth/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-640,640,335544320.0,Orth,ses-11+,96,-0.0250566665403035,-0.026379951333932,-0.016901020922563,96,0.5621949434762923,0.61484988977185,22,22,-0.044569355934379974,,ds006239/Orth/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1100,1100,576716800.0,Orth,ses-11+,96,-0.0182919056003725,-0.0164278265865957,-0.0124831161034852,96,0.5621949434762923,0.61484988977185,22,22,-0.0325365886204273,,ds006239/Orth/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1850,1850,969932800.0,Orth,ses-11+,96,0.0084767507184859,0.0005249611824539,0.0058144099006014,96,0.5621949434762923,0.61484988977185,22,22,0.015077956173121224,,ds006239/Orth/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-4000,4000,2097152000.0,Orth,ses-11+,96,0.0015659011724055,-0.0017245633682322,0.0010640221963111,96,0.5621949434762923,0.61484988977185,22,22,0.002785334856843183,,ds006239/Orth/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-10,10,5242880.0,Phon,ses-11,96,-0.0027664609165238,0.0024149314797147,-0.0018475119582241,96,0.5225246741467346,0.5898112775795412,18,18,-0.005294412021865452,,ds006239/Phon/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-20,20,10485760.0,Phon,ses-11,96,-0.0071107941742831,-0.0040584947224688,-0.004450421953106,96,0.5225246741467346,0.5898112775795412,18,18,-0.013608532814062397,,ds006239/Phon/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-30,30,15728640.0,Phon,ses-11,96,0.0124396711800841,-0.0077205474281297,0.0083921143063845,96,0.5225246741467346,0.5898112775795412,18,18,0.023806858882592805,,ds006239/Phon/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-50,50,26214400.0,Phon,ses-11,96,-0.0286559935811825,-0.0030476753529659,-0.0191439335342084,96,0.5225246741467346,0.5898112775795412,18,18,-0.05484141706413535,,ds006239/Phon/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-70,70,36700160.0,Phon,ses-11,96,-0.0172822401284468,-0.0069957001890619,-0.0115645551694546,96,0.5225246741467346,0.5898112775795412,18,18,-0.03307449577700444,,ds006239/Phon/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-100,100,52428800.0,Phon,ses-11,96,-0.0185013369536917,-0.0039731962520759,-0.0122866664357757,96,0.5225246741467346,0.5898112775795412,18,18,-0.0354075852664829,,ds006239/Phon/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-300,300,157286400.0,Phon,ses-11,96,-0.0574689686702953,-0.0245464933955327,-0.0380808349014673,96,0.5225246741467346,0.5898112775795412,18,18,-0.10998326301842148,,ds006239/Phon/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-640,640,335544320.0,Phon,ses-11,96,-0.0429284804374046,-0.02988351167476,-0.0287539972985765,96,0.5225246741467346,0.5898112775795412,18,18,-0.08215589150408135,,ds006239/Phon/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1100,1100,576716800.0,Phon,ses-11,96,-0.0346495646391747,-0.0160931748349757,-0.0233571150952617,96,0.5225246741467346,0.5898112775795412,18,18,-0.06631182478752086,,ds006239/Phon/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1850,1850,969932800.0,Phon,ses-11,96,-0.0077459716784654,-0.0030278463447116,-0.0050842174530425,96,0.5225246741467346,0.5898112775795412,18,18,-0.014824126135506066,,ds006239/Phon/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-4000,4000,2097152000.0,Phon,ses-11,96,-0.0165429083551904,-0.0072761803876233,-0.010996371164806,96,0.5225246741467346,0.5898112775795412,18,18,-0.03165957355450136,,ds006239/Phon/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-10,10,5242880.0,Phon,ses-11+,96,0.016647002636168,0.0051472784245521,0.011202248877293,96,0.5621949434762923,0.61484988977185,22,22,0.029610729924450137,,ds006239/Phon/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-20,20,10485760.0,Phon,ses-11+,96,0.0177427512795239,-0.0004502798880919,0.0118171882876746,96,0.5621949434762923,0.61484988977185,22,22,0.031559784529211286,,ds006239/Phon/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-30,30,15728640.0,Phon,ses-11+,96,0.0378258792905198,-0.0048557198424992,0.0250914905161565,96,0.5621949434762923,0.61484988977185,22,22,0.06728249645332307,,ds006239/Phon/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-50,50,26214400.0,Phon,ses-11+,96,-0.0096347010696087,-0.002989478707486,-0.0063404563173672,96,0.5621949434762923,0.61484988977185,22,22,-0.017137651594717685,,ds006239/Phon/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-70,70,36700160.0,Phon,ses-11+,96,0.0065502190817168,-0.0089022620107649,0.0042447366496961,96,0.5621949434762923,0.61484988977185,22,22,0.011651152607695097,,ds006239/Phon/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-100,100,52428800.0,Phon,ses-11+,96,-0.0092645645168825,-0.0039719491472197,-0.0061924937370845,96,0.5621949434762923,0.61484988977185,22,22,-0.016479274003419038,,ds006239/Phon/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-300,300,157286400.0,Phon,ses-11+,96,-0.0316551717366686,-0.0235858378877452,-0.0210428187160157,96,0.5621949434762923,0.61484988977185,22,22,-0.05630639710298905,,ds006239/Phon/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-640,640,335544320.0,Phon,ses-11+,96,-0.0250566665403035,-0.026379951333932,-0.016901020922563,96,0.5621949434762923,0.61484988977185,22,22,-0.044569355934379974,,ds006239/Phon/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1100,1100,576716800.0,Phon,ses-11+,96,-0.0182919056003725,-0.0164278265865957,-0.0124831161034852,96,0.5621949434762923,0.61484988977185,22,22,-0.0325365886204273,,ds006239/Phon/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1850,1850,969932800.0,Phon,ses-11+,96,0.0084767507184859,0.0005249611824539,0.0058144099006014,96,0.5621949434762923,0.61484988977185,22,22,0.015077956173121224,,ds006239/Phon/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-4000,4000,2097152000.0,Phon,ses-11+,96,0.0015659011724055,-0.0017245633682322,0.0010640221963111,96,0.5621949434762923,0.61484988977185,22,22,0.002785334856843183,,ds006239/Phon/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-10,10,5242880.0,Sem,ses-11,48,0.0020163622953017,-0.0164706274393826,0.001044636170842,48,0.2893434414975141,0.3948306006051909,18,18,0.006968750647555367,,ds006239/Sem/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-20,20,10485760.0,Sem,ses-11,48,0.0290064792313554,-0.0050464080733409,0.0193194761715972,48,0.2893434414975141,0.3948306006051909,18,18,0.10024930608840016,,ds006239/Sem/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-30,30,15728640.0,Sem,ses-11,48,0.002717174965433,-0.0056465004441589,0.0019697055510455,48,0.2893434414975141,0.3948306006051909,18,18,0.009390829636124117,,ds006239/Sem/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-50,50,26214400.0,Sem,ses-11,48,-0.0002801160449463,-0.0147077330950591,-5.34904063382985e-05,48,0.2893434414975141,0.3948306006051909,18,18,-0.0009681091905748505,,ds006239/Sem/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-70,70,36700160.0,Sem,ses-11,48,0.0296339916786396,-0.0073229278368572,0.0197064949939272,48,0.2893434414975141,0.3948306006051909,18,18,0.10241805214338753,,ds006239/Sem/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-100,100,52428800.0,Sem,ses-11,48,-0.0027108959113257,-0.0064048865170003,-0.0015512217838106,48,0.2893434414975141,0.3948306006051909,18,18,-0.009369128594362801,,ds006239/Sem/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-300,300,157286400.0,Sem,ses-11,48,-0.0109871490754966,-0.0136743209761871,-0.007290427734461,48,0.2893434414975141,0.3948306006051909,18,18,-0.03797269092616013,,ds006239/Sem/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-640,640,335544320.0,Sem,ses-11,48,0.0046341509542464,-0.0056871177727997,0.0022717690221324,48,0.2893434414975141,0.3948306006051909,18,18,0.01601609122453952,,ds006239/Sem/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1100,1100,576716800.0,Sem,ses-11,48,0.0272414546797522,0.0180108050730627,0.0184604831756939,48,0.2893434414975141,0.3948306006051909,18,18,0.0941492039313642,,ds006239/Sem/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1850,1850,969932800.0,Sem,ses-11,48,0.0139087068340739,0.0185025692056066,0.008876260957667,48,0.2893434414975141,0.3948306006051909,18,18,0.04806988802679806,,ds006239/Sem/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-4000,4000,2097152000.0,Sem,ses-11,48,0.0044262900166166,0.0078336731223436,0.003300672720522,48,0.2893434414975141,0.3948306006051909,18,18,0.01529770294328454,,ds006239/Sem/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-10,10,5242880.0,Sem,ses-11+,48,-0.0244465231188501,-0.0132908047264084,-0.0166355163712108,48,0.3566334720137542,0.4385611387667599,22,22,-0.06854803330941207,,ds006239/Sem/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-20,20,10485760.0,Sem,ses-11+,48,0.0021539580255851,0.0067712210003057,0.0013183811915145,48,0.3566334720137542,0.4385611387667599,22,22,0.006039696760437642,,ds006239/Sem/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-30,30,15728640.0,Sem,ses-11+,48,-0.0035953730043247,-0.0052515558029263,-0.0026273228995576,48,0.3566334720137542,0.4385611387667599,22,22,-0.010081423328054968,,ds006239/Sem/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-50,50,26214400.0,Sem,ses-11+,48,-0.0194178034276812,-0.0227769810265174,-0.013529926309099,48,0.3566334720137542,0.4385611387667599,22,22,-0.05444750689843358,,ds006239/Sem/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-70,70,36700160.0,Sem,ses-11+,48,0.0181085663003149,-0.007813414817136,0.0120196089536647,48,0.3566334720137542,0.4385611387667599,22,22,0.05077640693136204,,ds006239/Sem/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-100,100,52428800.0,Sem,ses-11+,48,0.0208243366304749,0.0098571735168932,0.0138823336920337,48,0.3566334720137542,0.4385611387667599,22,22,0.05839142499129126,,ds006239/Sem/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-300,300,157286400.0,Sem,ses-11+,48,0.0142361875148625,0.0174117033685946,0.0095905152070078,48,0.3566334720137542,0.4385611387667599,22,22,0.039918259591498625,,ds006239/Sem/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-640,640,335544320.0,Sem,ses-11+,48,-0.002441632346048,-0.0013238758698236,-0.0018532852548975,48,0.3566334720137542,0.4385611387667599,22,22,-0.006846335348898025,,ds006239/Sem/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1100,1100,576716800.0,Sem,ses-11+,48,-0.0089257882859137,0.0056717817071066,-0.0059846325209084,48,0.3566334720137542,0.4385611387667599,22,22,-0.02502790395840764,,ds006239/Sem/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1850,1850,969932800.0,Sem,ses-11+,48,0.0167218819316765,0.02339704653819,0.0110379026726324,48,0.3566334720137542,0.4385611387667599,22,22,0.0468881449552542,,ds006239/Sem/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-4000,4000,2097152000.0,Sem,ses-11+,48,0.0033599795431594,0.0172306603192659,0.0017683299036543,48,0.3566334720137542,0.4385611387667599,22,22,0.009421380231606012,,ds006239/Sem/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-10,10,5242880.0,SemLocal,ses-11,48,0.0207396571897318,0.0131383159657127,0.0141781041741395,48,0.2305687870433188,0.3642057791120847,15,15,0.0899499774261955,,ds006239/SemLocal/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-20,20,10485760.0,SemLocal,ses-11,48,0.0172797227972355,0.0124374356759499,0.0118591377346498,48,0.2305687870433188,0.3642057791120847,15,15,0.07494389426609172,,ds006239/SemLocal/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-30,30,15728640.0,SemLocal,ses-11,48,0.0165226829115634,0.0032252069678689,0.0111574694632709,48,0.2305687870433188,0.3642057791120847,15,15,0.07166053620457809,,ds006239/SemLocal/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-50,50,26214400.0,SemLocal,ses-11,48,0.0450894360541547,0.0141569252276158,0.0296682965508127,48,0.2305687870433188,0.3642057791120847,15,15,0.1955574153481728,,ds006239/SemLocal/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-70,70,36700160.0,SemLocal,ses-11,48,0.0244717313054457,0.0129924543311904,0.0170665861164077,48,0.2305687870433188,0.3642057791120847,15,15,0.10613635791408314,,ds006239/SemLocal/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-100,100,52428800.0,SemLocal,ses-11,48,0.0338650875578561,0.0433176957180588,0.0231110020326354,48,0.2305687870433188,0.3642057791120847,15,15,0.14687628794912988,,ds006239/SemLocal/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-300,300,157286400.0,SemLocal,ses-11,48,-0.0114683286266625,-0.002592633025962,-0.0074037015361186,48,0.2305687870433188,0.3642057791120847,15,15,-0.04973929374277297,,ds006239/SemLocal/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-640,640,335544320.0,SemLocal,ses-11,48,-0.0052313216074492,0.0114521356857047,-0.0045340985607934,48,0.2305687870433188,0.3642057791120847,15,15,-0.022688767523708013,,ds006239/SemLocal/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1100,1100,576716800.0,SemLocal,ses-11,48,0.004605865947529,-0.0016237253848265,0.0036751055648901,48,0.2305687870433188,0.3642057791120847,15,15,0.01997610347259909,,ds006239/SemLocal/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1850,1850,969932800.0,SemLocal,ses-11,48,-0.0178625711872082,-0.0162245313251259,-0.0119535325693644,48,0.2305687870433188,0.3642057791120847,15,15,-0.07747176630569783,,ds006239/SemLocal/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-4000,4000,2097152000.0,SemLocal,ses-11,48,0.0062378096679407,0.0037555908119168,0.0043044044629877,48,0.2305687870433188,0.3642057791120847,15,15,0.027054007387256423,,ds006239/SemLocal/ses-11
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-10,10,5242880.0,SemLocal,ses-11+,48,-0.0082240726359641,-0.0008418188681315,-0.0061356642564518,48,0.30557093733368557,0.38962999022754097,23,23,-0.02691379195850473,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-20,20,10485760.0,SemLocal,ses-11+,48,-0.010569989121267,-0.0049568892652536,-0.0067995745939448,48,0.30557093733368557,0.38962999022754097,23,23,-0.03459095034854214,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-30,30,15728640.0,SemLocal,ses-11+,48,0.0043860154445333,-0.0069564857783144,0.0020703933747412,48,0.30557093733368557,0.38962999022754097,23,23,0.014353509803007676,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-50,50,26214400.0,SemLocal,ses-11+,48,0.0012971388699853,0.0081736018199044,0.0006953752823978,48,0.30557093733368557,0.38962999022754097,23,23,0.004244968063074714,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-70,70,36700160.0,SemLocal,ses-11+,48,0.0219333463440462,0.0102096037691976,0.0150150717086094,48,0.30557093733368557,0.38962999022754097,23,23,0.07177824741917402,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-100,100,52428800.0,SemLocal,ses-11+,48,0.0225749553096057,0.0290913070107558,0.0154524344427872,48,0.30557093733368557,0.38962999022754097,23,23,0.07387795287924812,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-300,300,157286400.0,SemLocal,ses-11+,48,0.0093700961611635,0.0118810131696918,0.0060507089052087,48,0.30557093733368557,0.38962999022754097,23,23,0.03066422560641391,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-640,640,335544320.0,SemLocal,ses-11+,48,-0.0175966352697796,-0.0035300995111516,-0.0129037739054918,48,0.30557093733368557,0.38962999022754097,23,23,-0.05758608925090266,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1100,1100,576716800.0,SemLocal,ses-11+,48,-0.0329159136330571,-0.0264574493230722,-0.0226295883755907,48,0.30557093733368557,0.38962999022754097,23,23,-0.10771938562047442,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-1850,1850,969932800.0,SemLocal,ses-11+,48,-0.0363048219741008,-0.0260460987868303,-0.0240612433687628,48,0.30557093733368557,0.38962999022754097,23,23,-0.11880980007747165,,ds006239/SemLocal/ses-11+
ds006239,parc-pythia-seed2,jmichaelov/parc-pythia-seed2@checkpoint-4000,4000,2097152000.0,SemLocal,ses-11+,48,-0.0204892976741698,-0.0133622983615919,-0.0136809580446424,48,0.30557093733368557,0.38962999022754097,23,23,-0.06705250784957781,,ds006239/SemLocal/ses-11+
ds006239,parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-10,10,5242880.0,Orth,ses-11,96,-0.0413855066141925,-0.0054856305390482,-0.0275321996590511,96,0.5225246741467346,0.5898112775795412,18,18,-0.07920297100184531,,ds006239/Orth/ses-11
ds006239,parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-20,20,10485760.0,Orth,ses-11,96,-0.0456417767136693,-0.0115238747768221,-0.0301320311086995,96,0.5225246741467346,0.5898112775795412,18,18,-0.0873485578230364,,ds006239/Orth/ses-11
ds006239,parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-30,30,15728640.0,Orth,ses-11,96,-0.0466915777656788,-0.0167484568955807,-0.0309638155489623,96,0.5225246741467346,0.5898112775795412,18,18,-0.0893576515633919,,ds006239/Orth/ses-11
ds006239,parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-50,50,26214400.0,Orth,ses-11,96,-0.0097379124878007,-0.0052360304646314,-0.0066244521151529,96,0.5225246741467346,0.5898112775795412,18,18,-0.01863627302136954,,ds006239/Orth/ses-11
ds006239,parc-rwkv-seed0,jmichaelov/parc-rwkv-seed0@checkpoint-70,70,36700160.0,Orth,ses-11,96,-0.0079132108977636,0.0006366546449286,-0.0054380577458122,96,0.5225246741467346,0.5898112775795412,18,18,-0.015144186082093844,,ds006239/Orth/ses-11
