dataset,task,session,family,params,n_checkpoints,rsa_mean,rsa_sd,rsa_max,frac_of_ceiling_mean,ceiling_lower
ds002236,Phon,ses-9,babylm-gpt2-7,134601216.0,9,0.0510851493120129,0.010645856714397285,0.0605098239986966,0.19988363060807143,0.2555744517777938
ds002236,Phon,ses-9,parc-mamba-seed0,,11,0.026566140578294258,0.02561032585997354,0.0694599978630569,0.10394677712697148,0.2555744517777938
ds002236,Phon,ses-9,parc-mamba-seed1,,11,0.024721425870910644,0.015398228708057996,0.0519854669040977,0.09672886197719167,0.2555744517777938
ds002236,Phon,ses-9,parc-mamba-seed2,,11,0.041993720608063285,0.03042185751505996,0.0834269110513541,0.16431110510441096,0.2555744517777938
ds002236,Phon,ses-9,parc-pythia-seed0,,11,0.0170048081029912,0.028302995550093097,0.0579531880282763,0.06653563368601424,0.2555744517777938
ds002236,Phon,ses-9,parc-pythia-seed1,,11,0.013788363394056818,0.031897943292506635,0.072184031249232,0.05395047626295976,0.2555744517777938
ds002236,Phon,ses-9,parc-pythia-seed2,,11,0.006321805419163137,0.02746669148382421,0.0582333147204022,0.024735670467796036,0.2555744517777938
ds002236,Phon,ses-9,parc-rwkv-seed0,,11,0.008882462133737718,0.02738753771473742,0.050473297348052,0.03475489068625869,0.2555744517777938
ds002236,Phon,ses-9,parc-rwkv-seed1,,11,0.003296030527535891,0.025895552539101398,0.0543925855816443,0.012896557166056593,0.2555744517777938
ds002236,Phon,ses-9,parc-rwkv-seed2,,11,0.0131688640561405,0.020901939468301132,0.0476546048972495,0.05152652764991555,0.2555744517777938
ds002236,Phon,ses-9,polypythia-160m-seed1,,11,0.031250291341785426,0.03917922806524418,0.0881713354241977,0.1222747075241919,0.2555744517777938
ds002236,Phon,ses-9,polypythia-160m-seed2,,11,0.019340834351367044,0.03822429017715003,0.0659589304381603,0.07567593011285301,0.2555744517777938
ds002236,Phon,ses-9,polypythia-160m-seed3,,11,0.02459602099702197,0.032683063848712265,0.1031737012458801,0.09623818353489688,0.2555744517777938
ds002236,Phon,ses-9,polypythia-410m-seed1,,11,0.024748726264891364,0.036752398197399734,0.0750613897802725,0.09683568170737523,0.2555744517777938
ds002236,Phon,ses-9,polypythia-410m-seed2,,11,0.011555380369400209,0.02465247254339266,0.0547541033382942,0.04521336263863689,0.2555744517777938
ds002236,Phon,ses-9,polypythia-410m-seed3,,11,0.03802657466733275,0.026885646126364935,0.0766539659126526,0.14878863831191746,0.2555744517777938
ds002236,Phon,ses-9,polypythia-70m-seed1,,11,0.03171235350845018,0.022648597830965497,0.0780869284011771,0.12408264319010302,0.2555744517777938
ds002236,Phon,ses-9,polypythia-70m-seed2,,11,0.025696968850340618,0.041118488255090783,0.0776195983500297,0.10054592183056914,0.2555744517777938
ds002236,Phon,ses-9,polypythia-70m-seed3,,11,0.021748083819991482,0.02408084337054148,0.0691755520279911,0.08509490549117991,0.2555744517777938
ds002236,Phon,ses-9,pythia-1.4b-full,1515311488.0,11,0.024161340220923696,0.029558719533628743,0.0865415399684955,0.09453738451889739,0.2555744517777938
ds002236,Phon,ses-9,pythia-160m-full,212654688.0,11,0.02487751914312829,0.037748400957198835,0.0664590529695422,0.09733961657778595,0.2555744517777938
ds002236,Phon,ses-9,pythia-1b-full,1078891008.0,11,0.03454711142496049,0.026314507680310004,0.0790891443386774,0.13517435402736214,0.2555744517777938
ds002236,Phon,ses-9,pythia-2.8b-full,,4,0.03604582640400157,0.0078102882197444495,0.0399509705138738,0.14103845729987594,0.2555744517777938
ds002236,Phon,ses-9,pythia-410m-full,505997504.0,11,0.02615556445517301,0.018692001273527773,0.052108050047922,0.10234029369224142,0.2555744517777938
ds002236,Phon,ses-9,pythia-6.9b-full,,1,0.0076094404163309,,0.0076094404163309,0.029773869662632936,0.2555744517777938
ds002236,Phon,ses-9,pythia-70m-full,95592496.0,11,0.01788232426259188,0.030510415896745996,0.0653477866459111,0.06996913869207654,0.2555744517777938
ds002236,Sem,ses-11,babylm-gpt2,134601216.0,9,0.024351803137081532,0.010051628983082622,0.04216392357841,0.06241073182885865,0.3901861494567716
ds002236,Sem,ses-11,babylm-gpt2-3,134601216.0,9,0.02028736463182891,0.007501493941659525,0.0356090174975917,0.051994066575847354,0.3901861494567716
ds002236,Sem,ses-11,babylm-gpt2-5,134601216.0,9,0.01668137046673959,0.008225602845617788,0.0374911200713835,0.04275233882587548,0.3901861494567716
ds002236,Sem,ses-11,babylm-gpt2-7,134601216.0,9,0.013158967893250079,0.0065487762840699725,0.0282514543284262,0.03372484623447135,0.3901861494567716
ds002236,Sem,ses-11,parc-mamba-seed0,,11,0.037543233712196325,0.022663771847337245,0.0815213942423097,0.09621877599823853,0.3901861494567716
ds002236,Sem,ses-11,parc-mamba-seed1,,11,0.03349798977766339,0.022793190097565422,0.065644885360943,0.08585130411292215,0.3901861494567716
ds002236,Sem,ses-11,parc-mamba-seed2,,11,0.022521871801580655,0.023429518055029946,0.0587078515984774,0.05772083871489609,0.3901861494567716
ds002236,Sem,ses-11,parc-pythia-seed0,,11,0.016908631535590246,0.025586741922666714,0.0788149797863787,0.04333478151167316,0.3901861494567716
ds002236,Sem,ses-11,parc-pythia-seed1,,11,0.017810357215304527,0.02845806889268642,0.0746035571619083,0.04564579557757398,0.3901861494567716
ds002236,Sem,ses-11,parc-pythia-seed2,,11,0.01583261478916974,0.03223889431264288,0.0553551460594103,0.04057708048123276,0.3901861494567716
ds002236,Sem,ses-11,parc-rwkv-seed0,,11,0.030205321755340263,0.023243808068139485,0.057520742491543,0.07741259344390615,0.3901861494567716
ds002236,Sem,ses-11,parc-rwkv-seed1,,11,0.03097865632227984,0.024423627935997987,0.061150562503753,0.07939455658641194,0.3901861494567716
ds002236,Sem,ses-11,parc-rwkv-seed2,,11,0.04390040165439214,0.019211748395802898,0.0750406997250811,0.11251143003284855,0.3901861494567716
ds002236,Sem,ses-11,polypythia-160m-seed1,,11,0.01817122838718752,0.014370738314011606,0.0443518185955015,0.046570664828790125,0.3901861494567716
ds002236,Sem,ses-11,polypythia-160m-seed2,,11,0.006650673627276963,0.01587562402806856,0.0410160188452557,0.017044873675132303,0.3901861494567716
ds002236,Sem,ses-11,polypythia-160m-seed3,,11,0.03128274921770591,0.023883222809009504,0.0560821367833494,0.08017390996902031,0.3901861494567716
ds002236,Sem,ses-11,polypythia-410m-seed1,,11,0.011885882304415583,0.011447710922613959,0.0362115642250833,0.030462081549956218,0.3901861494567716
ds002236,Sem,ses-11,polypythia-410m-seed2,,11,0.008511858688778354,0.01193207570867195,0.0345151243350536,0.021814866316061728,0.3901861494567716
ds002236,Sem,ses-11,polypythia-410m-seed3,,11,0.015542270293536864,0.01628987536939876,0.0485500225987421,0.039832962587665555,0.3901861494567716
ds002236,Sem,ses-11,polypythia-70m-seed1,,11,0.010103793106430399,0.0132665559800406,0.0401379044156064,0.025894802059215048,0.3901861494567716
ds002236,Sem,ses-11,polypythia-70m-seed2,,11,0.0029387394578987546,0.023867166349034966,0.0645931730612158,0.007531634482644122,0.3901861494567716
ds002236,Sem,ses-11,polypythia-70m-seed3,,11,0.01600664666722439,0.02183633692064217,0.0374479442585876,0.04102310317654613,0.3901861494567716
ds002236,Sem,ses-11,pythia-1.4b-full,1515311488.0,11,-0.011452829753366207,0.019643588716034964,0.0252165809635701,-0.02935222013726312,0.3901861494567716
ds002236,Sem,ses-11,pythia-160m-full,212654688.0,11,0.025710979135965664,0.023990535548805564,0.0611123363581095,0.06589413584198524,0.3901861494567716
ds002236,Sem,ses-11,pythia-1b-full,1078891008.0,11,0.008837149567499009,0.016505909283273622,0.0329110810188441,0.022648547570953872,0.3901861494567716
ds002236,Sem,ses-11,pythia-2.8b-full,,4,-0.03217855745328653,0.004192882274959351,-0.0258892340408475,-0.08246975833992684,0.3901861494567716
ds002236,Sem,ses-11,pythia-410m-full,505997504.0,11,0.00028088753022890956,0.01690281046602545,0.0251034158539277,0.000719880832828046,0.3901861494567716
ds002236,Sem,ses-11,pythia-6.9b-full,,1,0.0307375082649826,,0.0307375082649826,0.07877652322558411,0.3901861494567716
ds002236,Sem,ses-11,pythia-70m-full,95592496.0,11,0.007359583472496464,0.019447950412049105,0.0420764850326663,0.018861724032856332,0.3901861494567716
ds002236,Sem,ses-11+,babylm-gpt2,134601216.0,9,0.0019837110281458337,0.007706403637303726,0.0124168754821431,0.00454631585153536,0.4363337464720812
ds002236,Sem,ses-11+,babylm-gpt2-3,134601216.0,9,0.007743407746135044,0.005656020628602734,0.0154617234296223,0.01774652501380731,0.4363337464720812
ds002236,Sem,ses-11+,babylm-gpt2-5,134601216.0,9,0.005863642515165222,0.004307858373930607,0.0134128036953144,0.013438434598687194,0.4363337464720812
ds002236,Sem,ses-11+,babylm-gpt2-7,134601216.0,9,0.004415898316772923,0.003164366700307264,0.0094874835375491,0.010120460203862489,0.4363337464720812
ds002236,Sem,ses-11+,parc-mamba-seed0,,11,0.014350938919859281,0.02053226509802875,0.0369501431900247,0.032889821234071165,0.4363337464720812
ds002236,Sem,ses-11+,parc-mamba-seed1,,11,0.016345406994902136,0.02262527903304647,0.0495020894033295,0.03746079034010265,0.4363337464720812
ds002236,Sem,ses-11+,parc-mamba-seed2,,11,0.005526739663930144,0.022638368858833666,0.0407688364809063,0.012666312676055584,0.4363337464720812
ds002236,Sem,ses-11+,parc-pythia-seed0,,11,0.010805612887891001,0.021146749906553002,0.0505543535240568,0.024764559182640252,0.4363337464720812
ds002236,Sem,ses-11+,parc-pythia-seed1,,11,0.002408242615037691,0.03175184289914952,0.0516871166234053,0.005519267383073664,0.4363337464720812
ds002236,Sem,ses-11+,parc-pythia-seed2,,11,-0.002341370422766229,0.036001112236926994,0.043176598722842,-0.005366008111215483,0.4363337464720812
ds002236,Sem,ses-11+,parc-rwkv-seed0,,11,0.0015571499324609822,0.019741633265600734,0.0308733147574777,0.0035687130437448682,0.4363337464720812
ds002236,Sem,ses-11+,parc-rwkv-seed1,,11,-0.0005009006912053724,0.026775161188267917,0.0364622414557666,-0.0011479760510282309,0.4363337464720812
ds002236,Sem,ses-11+,parc-rwkv-seed2,,11,0.017344380864750337,0.016827392851174735,0.0421312741692372,0.03975026228199408,0.4363337464720812
ds002236,Sem,ses-11+,polypythia-160m-seed1,,11,-0.0008879719593329089,0.013449228782598733,0.0237951653156221,-0.0020350751380393776,0.4363337464720812
ds002236,Sem,ses-11+,polypythia-160m-seed2,,11,0.0009798539562702545,0.008591616232046618,0.0139965383432571,0.0022456524717437824,0.4363337464720812
ds002236,Sem,ses-11+,polypythia-160m-seed3,,11,0.010405210506098399,0.014730996518777106,0.0268874113426405,0.023846907534034102,0.4363337464720812
ds002236,Sem,ses-11+,polypythia-410m-seed1,,11,-0.0028882447960532002,0.008627924046857235,0.0108033425169167,-0.006619347734173031,0.4363337464720812
ds002236,Sem,ses-11+,polypythia-410m-seed2,,11,-0.016825433498606327,0.012197788344190252,0.0022304186777964,-0.0385609264345152,0.4363337464720812
ds002236,Sem,ses-11+,polypythia-410m-seed3,,11,0.007830589299025437,0.019044795414976855,0.0269519075122586,0.017946329758673565,0.4363337464720812
ds002236,Sem,ses-11+,polypythia-70m-seed1,,11,0.0100316292091965,0.03074176652795137,0.0538351551146256,0.022990725082132457,0.4363337464720812
ds002236,Sem,ses-11+,polypythia-70m-seed2,,11,-0.014889988228137856,0.018321755608818557,0.0336754701569267,-0.03412522718796996,0.4363337464720812
ds002236,Sem,ses-11+,polypythia-70m-seed3,,11,-0.011174053736550891,0.016451955018830733,0.0282202848028446,-0.025608960633682874,0.4363337464720812
ds002236,Sem,ses-11+,pythia-1.4b-full,1515311488.0,11,-0.0199928586761746,0.011928868304476828,0.0056311075610998,-0.0458201063700074,0.4363337464720812
ds002236,Sem,ses-11+,pythia-160m-full,212654688.0,11,0.01534900220904892,0.035324008810490234,0.0646354709769661,0.035177206285672946,0.4363337464720812
ds002236,Sem,ses-11+,pythia-1b-full,1078891008.0,11,-0.0032338131963175905,0.009604688065493446,0.0180130845454485,-0.007411329567021024,0.4363337464720812
ds002236,Sem,ses-11+,pythia-2.8b-full,,4,-0.043593369894094305,0.004606576626089799,-0.0366835049549596,-0.09990831616065164,0.4363337464720812
ds002236,Sem,ses-11+,pythia-410m-full,505997504.0,11,0.005864660858847409,0.021853576874284294,0.0379083636348556,0.013440768462823126,0.4363337464720812
ds002236,Sem,ses-11+,pythia-6.9b-full,,1,0.0049465819713959,,0.0049465819713959,0.011336693554855278,0.4363337464720812
ds002236,Sem,ses-11+,pythia-70m-full,95592496.0,11,-0.0006134668546383001,0.028100195392840383,0.0662799059181983,-0.0014059578467134507,0.4363337464720812
ds002236,Sem,ses-9,babylm-gpt2,134601216.0,9,0.0170955344231151,0.00851958411785053,0.0339577516812522,0.049633956838440706,0.3444322297084097
ds002236,Sem,ses-9,babylm-gpt2-3,134601216.0,9,0.013187204592405211,0.007823622439583218,0.0256356639303758,0.03828679041903038,0.3444322297084097
ds002236,Sem,ses-9,babylm-gpt2-5,134601216.0,9,0.01225796403999551,0.00462720323978663,0.0192789117541401,0.03558889959389947,0.3444322297084097
ds002236,Sem,ses-9,babylm-gpt2-7,134601216.0,9,0.012767310615947778,0.006283290161298347,0.0221234319567333,0.03706770015905991,0.3444322297084097
ds002236,Sem,ses-9,parc-mamba-seed0,,11,0.011925814838688929,0.02277865464994802,0.0477633599584736,0.03462456126357604,0.3444322297084097
ds002236,Sem,ses-9,parc-mamba-seed1,,11,0.0235913214220495,0.018802926191870864,0.0508072296778163,0.06849336208177005,0.3444322297084097
ds002236,Sem,ses-9,parc-mamba-seed2,,11,0.007547340947823619,0.01462943370731766,0.028246788932698,0.02191241207076662,0.3444322297084097
ds002236,Sem,ses-9,parc-pythia-seed0,,11,0.006776071529172354,0.028723827853427746,0.0493071460936566,0.01967316338226785,0.3444322297084097
ds002236,Sem,ses-9,parc-pythia-seed1,,11,0.011725667233716201,0.030294792256799177,0.056960777951226,0.034043466964874175,0.3444322297084097
ds002236,Sem,ses-9,parc-pythia-seed2,,11,-0.007386598378812845,0.030647782746989722,0.0339961784890776,-0.021445723546446884,0.3444322297084097
ds002236,Sem,ses-9,parc-rwkv-seed0,,11,0.003186657583581527,0.019214083683044985,0.0297946970035333,0.009251914625641438,0.3444322297084097
ds002236,Sem,ses-9,parc-rwkv-seed1,,11,0.012018197730996855,0.02602648917116956,0.0377196826574415,0.03489277917217924,0.3444322297084097
ds002236,Sem,ses-9,parc-rwkv-seed2,,11,0.0265844631337518,0.01997498309191351,0.0605438018704424,0.07718343651015974,0.3444322297084097
ds002236,Sem,ses-9,polypythia-160m-seed1,,11,0.005629518225409428,0.015175189792600326,0.0417869880307182,0.016344342195198397,0.3444322297084097
ds002236,Sem,ses-9,polypythia-160m-seed2,,11,0.005728474324341218,0.015045495548779965,0.0267274417790802,0.016631644283668937,0.3444322297084097
ds002236,Sem,ses-9,polypythia-160m-seed3,,11,0.008575176728162092,0.007107242353408174,0.0204819818654563,0.024896557257204664,0.3444322297084097
ds002236,Sem,ses-9,polypythia-410m-seed1,,11,0.010638203621921633,0.015573186433256779,0.0287972889067708,0.030886202580193353,0.3444322297084097
ds002236,Sem,ses-9,polypythia-410m-seed2,,11,0.0019939702200083547,0.011513504164825298,0.0201748516742775,0.005789151095692801,0.3444322297084097
ds002236,Sem,ses-9,polypythia-410m-seed3,,11,0.0056412949672491365,0.015062853492958652,0.030917151083289,0.016378533948535997,0.3444322297084097
ds002236,Sem,ses-9,polypythia-70m-seed1,,11,0.008328564426829417,0.02096027188542782,0.0337543972817899,0.024180560669018213,0.3444322297084097
ds002236,Sem,ses-9,polypythia-70m-seed2,,11,-0.005603820544703509,0.013289888212671809,0.0245644288725389,-0.016269733379618987,0.3444322297084097
ds002236,Sem,ses-9,polypythia-70m-seed3,,11,0.0019196514845715364,0.020101998191133494,0.0235142549828725,0.00557337937334343,0.3444322297084097
ds002236,Sem,ses-9,pythia-1.4b-full,1515311488.0,11,-0.010949027061364146,0.014061883746169854,0.0216207815521089,-0.031788625212667815,0.3444322297084097
ds002236,Sem,ses-9,pythia-160m-full,212654688.0,11,0.001743951222088227,0.013270165548194157,0.017645822587107,0.005063263747311412,0.3444322297084097
ds002236,Sem,ses-9,pythia-1b-full,1078891008.0,11,-0.0024734631447289727,0.019470488235182954,0.0176143855119496,-0.007181276696501263,0.3444322297084097
ds002236,Sem,ses-9,pythia-2.8b-full,,4,-0.027721306934194348,0.001058054060766301,-0.0261342258430449,-0.08048406781694827,0.3444322297084097
ds002236,Sem,ses-9,pythia-410m-full,505997504.0,11,0.0036022168008604453,0.01654088633295417,0.0297034625981829,0.010458419654600905,0.3444322297084097
ds002236,Sem,ses-9,pythia-6.9b-full,,1,0.0245443459325048,,0.0245443459325048,0.07126030555643302,0.3444322297084097
ds002236,Sem,ses-9,pythia-70m-full,95592496.0,11,0.0017822860597469458,0.01666906518815124,0.0344231458074454,0.005174562384175831,0.3444322297084097
ds003604,Gram,ses-5,babylm-gpt2,134601216.0,9,0.04554551797593234,0.003375313176261585,0.0486214368377204,0.05423280005445583,0.839814981527775
ds003604,Gram,ses-5,babylm-gpt2-3,134601216.0,9,0.044597392559949156,0.009649065943041605,0.0529545048385655,0.05310383065424536,0.839814981527775
ds003604,Gram,ses-5,babylm-gpt2-5,134601216.0,9,0.044342378968147446,0.009702185861471,0.053123646928606,0.052800176161993034,0.839814981527775
ds003604,Gram,ses-5,babylm-gpt2-7,134601216.0,9,0.045619500583627265,0.009483540007555677,0.0533764565846607,0.05432089399100402,0.839814981527775
ds003604,Gram,ses-5,parc-mamba-seed0,,11,0.0218928503791831,0.010411895102557665,0.0306238623704786,0.02606865900314859,0.839814981527775
ds003604,Gram,ses-5,parc-mamba-seed1,,11,0.010326352989775862,0.011416645104870874,0.0241699536846906,0.012295985683644706,0.839814981527775
ds003604,Gram,ses-5,parc-mamba-seed2,,11,0.011865504676332328,0.013350714932001084,0.0333947470031831,0.014128712796652941,0.839814981527775
ds003604,Gram,ses-5,parc-pythia-seed0,,11,0.03617253506142952,0.01410382783374945,0.0561032038333954,0.04307202878856144,0.839814981527775
ds003604,Gram,ses-5,parc-pythia-seed1,,11,0.04160613944644858,0.016098929128532898,0.06670316577583,0.04954203052053144,0.839814981527775
ds003604,Gram,ses-5,parc-pythia-seed2,,11,0.04706133565178994,0.009065640400368447,0.0586113481150541,0.05603774246343745,0.839814981527775
ds003604,Gram,ses-5,parc-rwkv-seed0,,11,0.023109279364778346,0.012345907911461954,0.0440043842860634,0.027517107783357708,0.839814981527775
