dataset,family_fp32,model_ref,step_fp32,tokens_fp32,task,session,n_stim_fp32,rsa_fp32,rsa_pearson_fp32,rsa_kendall_fp32,family_bf16,step_bf16,tokens_bf16,n_stim_bf16,rsa_bf16,rsa_pearson_bf16,rsa_kendall_bf16,delta,abs_delta
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Gram,ses-9,60,-0.0069504445173515,0.0167054174138297,-0.0051617147802869,pythia-410m-full,28000,58720256000,60,-0.0076563440258919,0.0161048651370621,-0.0056548274903948,-0.0007058995085404002,0.0007058995085404002
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Gram,ses-9,60,-0.0059635814321127,0.0145619297310215,-0.0044322656676663,pythia-410m-full,51000,106954752000,60,-0.0061240436316304,0.014184759209609,-0.0045574600862947,-0.0001604621995177002,0.0001604621995177002
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Gram,ses-9,60,-0.0090579158770264,0.0216574348116673,-0.0064149364606388,pythia-410m-full,86000,180355072000,60,-0.0093157677033424,0.0228050808707313,-0.0065311884207937,-0.00025785182631600165,0.00025785182631600165
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Gram,ses-9,60,-0.005523194386251,0.0203506836921676,-0.004028577542293,pythia-410m-full,143000,299892736000,60,-0.0060113175839558,0.0213134751386841,-0.0042866313439556,-0.0004881231977047996,0.0004881231977047996
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Phon,ses-5,72,0.0036239818159757,-0.0004306813293901,0.0022680986987373,pythia-410m-full,0,0,72,0.003784183574903,-0.0003128598923248,0.0023562991342269,0.00016020175892730035,0.00016020175892730035
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Phon,ses-5,72,0.0036239818159757,-0.0004306813293901,0.0022680986987373,pythia-410m-full,1,2097152,72,0.003784183574903,-0.0003128598923248,0.0023562991342269,0.00016020175892730035,0.00016020175892730035
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Phon,ses-5,72,0.0038568359672574,-0.0009267772222401,0.0024549121211285,pythia-410m-full,4,8388608,72,0.0041971797282679,-0.0007611510122964,0.002623962955817,0.00034034376101049974,0.00034034376101049974
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Phon,ses-5,72,0.0031084983605297,0.0053834317491231,0.002644788058641,pythia-410m-full,16,33554432,72,0.0032121886310065,0.0052882404218835,0.0026748007068284,0.00010369027047679984,0.00010369027047679984
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Phon,ses-5,72,-0.019258865040783,-0.0156390603552788,-0.012583874632881,pythia-410m-full,256,536870912,72,-0.019195170954295,-0.0156014017022102,-0.0125887746570748,6.369408648799688e-05,6.369408648799688e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Phon,ses-5,72,-0.0179159484472852,-0.0121109031268218,-0.0119744341237684,pythia-410m-full,5000,10485760000,72,-0.0180433588974537,-0.0120199708886074,-0.0119964842326409,-0.0001274104501685011,0.0001274104501685011
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Phon,ses-5,72,-0.0049501545841336,-0.010008506849161,-0.0033485540334855,pythia-410m-full,14000,29360128000,72,-0.0066321803510052,-0.0114549912137968,-0.0044976097069479,-0.0016820257668716003,0.0016820257668716003
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Phon,ses-5,72,-0.0020440337382906,-0.0047526351649636,-0.0012482811633882,pythia-410m-full,28000,58720256000,72,-0.0044776172441365,-0.0059886262055128,-0.002728700972961,-0.0024335835058459,0.0024335835058459
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Phon,ses-5,72,-0.0060157007281383,-0.0091123917197749,-0.0041693080859586,pythia-410m-full,51000,106954752000,72,-0.0036096094337097,-0.0091345583185074,-0.002542500053594,0.0024060912944286004,0.0024060912944286004
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Phon,ses-5,72,-0.0016545421788835,0.0007634127819819,-0.0009310045968351,pythia-410m-full,86000,180355072000,72,-0.00544423396929,0.0001553445125166,-0.0035549675526522,-0.0037896917904065,0.0037896917904065
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Phon,ses-5,72,-0.0179267780373226,-0.0098452375325522,-0.0118017082709345,pythia-410m-full,143000,299892736000,72,-0.0180003207987583,-0.0111557797419436,-0.0119284963969509,-7.354276143569857e-05,7.354276143569857e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Phon,ses-7,72,-0.0008128746334355,0.0002156477014668,-0.0006351656361303,pythia-410m-full,0,0,72,-0.0006280731050217,0.0003409681924373,-0.0005004149707989,0.00018480152841379997,0.00018480152841379997
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Phon,ses-7,72,-0.0008128746334355,0.0002156477014668,-0.0006351656361303,pythia-410m-full,1,2097152,72,-0.0006280731050217,0.0003409681924373,-0.0005004149707989,0.00018480152841379997,0.00018480152841379997
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Phon,ses-7,72,-0.0008000954297437,-0.0002213174572827,-0.0005549277399557,pythia-410m-full,4,8388608,72,-0.0004157958934302,-6.459910613795632e-05,-0.000390776929461,0.00038429953631349996,0.00038429953631349996
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Phon,ses-7,72,-0.0016506134881911,0.0058787918838976,-0.0009138545121566,pythia-410m-full,16,33554432,72,-0.0015234804250003,0.0057812499991649,-0.0008434166643697,0.0001271330631908,0.0001271330631908
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Phon,ses-7,72,-0.014164099858004,-0.0163456727980754,-0.0093204585197639,pythia-410m-full,256,536870912,72,-0.0140942903228619,-0.0163031880555875,-0.0092849333443583,6.980953514210131e-05,6.980953514210131e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Phon,ses-7,72,-0.0156838441822344,-0.0109283514964847,-0.0105546521135948,pythia-410m-full,5000,10485760000,72,-0.0158340190486739,-0.0108474680325328,-0.0106771527184415,-0.00015017486643949945,0.00015017486643949945
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Phon,ses-7,72,-0.0060625338543709,-0.0093562001027638,-0.0042452584609636,pythia-410m-full,14000,29360128000,72,-0.0070167738025361,-0.0107909622039474,-0.0050684625255337,-0.0009542399481652,0.0009542399481652
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Phon,ses-7,72,-0.0071285880620887,-0.0043396122626052,-0.0051180752704966,pythia-410m-full,28000,58720256000,72,-0.0100436535600349,-0.0056232691375221,-0.0070149971365483,-0.0029150654979462004,0.0029150654979462004
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Phon,ses-7,72,-0.0062355708692809,-0.0087628005638572,-0.0043555090053257,pythia-410m-full,51000,106954752000,72,-0.0044871691293905,-0.0088535772725868,-0.003030052460884,0.0017484017398904,0.0017484017398904
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Phon,ses-7,72,-0.0003938938200951,0.0011608095903736,-0.0003234015967953,pythia-410m-full,86000,180355072000,72,-0.002508701480378,0.000518583111226,-0.0017603336916476,-0.0021148076602828998,0.0021148076602828998
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Phon,ses-7,72,-0.0166300657783334,-0.0093331008418329,-0.0112296304463003,pythia-410m-full,143000,299892736000,72,-0.0165720085401701,-0.0109035348400803,-0.011231467955373,5.805723816330183e-05,5.805723816330183e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Phon,ses-9,72,0.0119390610560752,0.0014218125537695,0.0078547387827727,pythia-410m-full,0,0,72,0.0121235959767979,0.0015489348881672,0.0079698893513286,0.00018453492072269956,0.00018453492072269956
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Phon,ses-9,72,0.0119390610560752,0.0014218125537695,0.0078547387827727,pythia-410m-full,1,2097152,72,0.0121235959767979,0.0015489348881672,0.0079698893513286,0.00018453492072269956,0.00018453492072269956
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Phon,ses-9,72,0.0121102979301063,0.0009598017139127,0.0081077025317812,pythia-410m-full,4,8388608,72,0.0122562803726389,0.0011219967889215,0.008170177840253,0.0001459824425326002,0.0001459824425326002
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Phon,ses-9,72,0.0107651169677826,0.0065531795583487,0.0075772749127948,pythia-410m-full,16,33554432,72,0.0108574882686058,0.0064629725147116,0.0075840124460614,9.237130082319876e-05,9.237130082319876e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Phon,ses-9,72,-0.0217246527435722,-0.0163054970847677,-0.0145089716380474,pythia-410m-full,256,536870912,72,-0.0216647953645301,-0.0162661005649513,-0.0144856965231265,5.9857379042099756e-05,5.9857379042099756e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Phon,ses-9,72,-0.0144410750669849,-0.0111606972380993,-0.0097100104431765,pythia-410m-full,5000,10485760000,72,-0.0147329472501843,-0.0110818429563064,-0.0099035613988344,-0.0002918721831994004,0.0002918721831994004
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Phon,ses-9,72,-0.0045166131103196,-0.0088821557524039,-0.0032315659558569,pythia-410m-full,14000,29360128000,72,-0.006135634665052,-0.0103654586903792,-0.0044002217260947,-0.0016190215547323998,0.0016190215547323998
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Phon,ses-9,72,-0.0039709404659241,-0.0043306489447059,-0.0028218014326445,pythia-410m-full,28000,58720256000,72,-0.0063212582937314,-0.0055782371472645,-0.0042532210002786,-0.0023503178278073003,0.0023503178278073003
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Phon,ses-9,72,-0.0034367973465822,-0.0084352854069681,-0.0023275114920879,pythia-410m-full,51000,106954752000,72,-0.0007963392076385,-0.0085827982078387,-0.0007448036774681,0.0026404581389437003,0.0026404581389437003
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Phon,ses-9,72,-0.0008045566171991,0.0015681139409759,-0.0005163400494289,pythia-410m-full,86000,180355072000,72,-0.0040157528352102,0.0009294608506261,-0.0026748007068284,-0.0032111962180110996,0.0032111962180110996
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Phon,ses-9,72,-0.0181388238535597,-0.0093252776945946,-0.0121526725038204,pythia-410m-full,143000,299892736000,72,-0.0169837715431365,-0.0108785919628151,-0.0112284054402518,0.0011550523104232012,0.0011550523104232012
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Plaus,ses-5,60,0.0162125542238208,0.0195313167945703,0.0106587717533286,pythia-410m-full,0,0,60,0.016260143222197,0.01959850911041,0.010741808867725,4.758899837620234e-05,4.758899837620234e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Plaus,ses-5,60,0.0162125542238208,0.0195313167945703,0.0106587717533286,pythia-410m-full,1,2097152,60,0.016260143222197,0.01959850911041,0.010741808867725,4.758899837620234e-05,4.758899837620234e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Plaus,ses-5,60,0.0167706726992519,0.0196970818805693,0.0111774343447892,pythia-410m-full,4,8388608,60,0.0168199496344537,0.0197270191738194,0.0111914867795332,4.927693520179882e-05,4.927693520179882e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Plaus,ses-5,60,0.0161841146523298,0.0174853759167389,0.0108274009702567,pythia-410m-full,16,33554432,60,0.0161761402328393,0.0175432548362803,0.0108503958634742,-7.974419490502233e-06,7.974419490502233e-06
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Plaus,ses-5,60,-0.0190608632203061,-0.006343677198273,-0.0127359771073063,pythia-410m-full,256,536870912,60,-0.0191504840096632,-0.0062842617909976,-0.012817736727635,-8.96207893570991e-05,8.96207893570991e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Plaus,ses-5,60,-0.0156994690372902,-0.0157797566983162,-0.0104224353508158,pythia-410m-full,5000,10485760000,60,-0.015409260760439,-0.0156665333525038,-0.0101809889720324,0.0002902082768512001,0.0002902082768512001
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Plaus,ses-5,60,-0.0253957355715173,-0.019851896366522,-0.0168124606771357,pythia-410m-full,14000,29360128000,60,-0.0249650736385973,-0.0198041528493509,-0.0165901767093669,0.0004306619329200005,0.0004306619329200005
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Plaus,ses-5,60,-0.010218887481812,-0.0137807134425676,-0.0067125925783982,pythia-410m-full,28000,58720256000,60,-0.0100364907596468,-0.0138559789400374,-0.0066908751792483,0.00018239672216519877,0.00018239672216519877
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Plaus,ses-5,60,-0.0168238535293685,-0.0179390051458316,-0.0109270455075324,pythia-410m-full,51000,106954752000,60,-0.017167067350589,-0.0179265797653878,-0.0111276120761514,-0.0003432138212204998,0.0003432138212204998
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Plaus,ses-5,60,-0.0208778428163039,-0.0180157990638431,-0.0139189366139381,pythia-410m-full,86000,180355072000,60,-0.0194839770459851,-0.0173911984133771,-0.0129850884504955,0.0013938657703187994,0.0013938657703187994
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Plaus,ses-5,60,-0.0151350705712591,-0.0171458892361872,-0.0099957523322251,pythia-410m-full,143000,299892736000,60,-0.0175355266474613,-0.0169108759894005,-0.0115632375532156,-0.0024004560762021995,0.0024004560762021995
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Plaus,ses-7,60,0.0065820631252558,0.0190780642269637,0.0038050160804565,pythia-410m-full,0,0,60,0.0067102900594462,0.019144421397742,0.0039033831236646,0.00012822693419040077,0.00012822693419040077
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Plaus,ses-7,60,0.0065820631252558,0.0190780642269637,0.0038050160804565,pythia-410m-full,1,2097152,60,0.0067102900594462,0.019144421397742,0.0039033831236646,0.00012822693419040077,0.00012822693419040077
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Plaus,ses-7,60,0.0074765874100438,0.0192283833925207,0.004556182592227,pythia-410m-full,4,8388608,60,0.0074837827817686,0.0192616527307867,0.0045804549795121,7.195371724800018e-06,7.195371724800018e-06
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Plaus,ses-7,60,0.0136227700643603,0.0166989686853353,0.0090606266747148,pythia-410m-full,16,33554432,60,0.0137399496684288,0.0167544821526254,0.0091858210933432,0.00011717960406850032,0.00011717960406850032
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Plaus,ses-7,60,-0.0157913880175561,-0.0059424080005509,-0.0104812000779271,pythia-410m-full,256,536870912,60,-0.0158306671730982,-0.005886366511596,-0.0105322998406326,-3.9279155542099736e-05,3.9279155542099736e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Plaus,ses-7,60,-0.0136592771082694,-0.015506394861741,-0.0090721241213236,pythia-410m-full,5000,10485760000,60,-0.0134328490391914,-0.0153926004166384,-0.008866447576434,0.00022642806907799927,0.00022642806907799927
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Plaus,ses-7,60,-0.0258994137562772,-0.0194136880938835,-0.017071791972866,pythia-410m-full,14000,29360128000,60,-0.0254449432580289,-0.0193810132260129,-0.0166962087169807,0.00045447049824829874,0.00045447049824829874
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Plaus,ses-7,60,-0.0154108426602077,-0.0143438871287815,-0.0101503291144091,pythia-410m-full,28000,58720256000,60,-0.0154230304296977,-0.0144165388126768,-0.0102640260864288,-1.2187769489999806e-05,1.2187769489999806e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Plaus,ses-7,60,-0.0179690948613517,-0.0178875920366453,-0.0119579832201154,pythia-410m-full,51000,106954752000,60,-0.0180823056498583,-0.0178870866495343,-0.0119975855362121,-0.0001132107885065993,0.0001132107885065993
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Plaus,ses-7,60,-0.0226861533418868,-0.0177289677822086,-0.0146918205248584,pythia-410m-full,86000,180355072000,60,-0.0208926187555933,-0.0171162619569799,-0.0134590387495888,0.0017935345862934993,0.0017935345862934993
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Plaus,ses-7,60,-0.0184452488557451,-0.0170381983555466,-0.0121432198599227,pythia-410m-full,143000,299892736000,60,-0.0189008359891243,-0.0167125596016887,-0.0123974411793825,-0.0004555871333792004,0.0004555871333792004
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Plaus,ses-9,60,0.016524906933412,0.0190024951406372,0.0106779341643432,pythia-410m-full,0,0,60,0.0165876873632193,0.0190676277683282,0.0107660812550101,6.278042980729925e-05,6.278042980729925e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Plaus,ses-9,60,0.016524906933412,0.0190024951406372,0.0106779341643432,pythia-410m-full,1,2097152,60,0.0165876873632193,0.0190676277683282,0.0107660812550101,6.278042980729925e-05,6.278042980729925e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Plaus,ses-9,60,0.0168249377041757,0.019121724961247,0.0109487629066822,pythia-410m-full,4,8388608,60,0.016794113380913,0.0191533886365296,0.0109474854126146,-3.082432326270007e-05,3.082432326270007e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Plaus,ses-9,60,0.020107109221485,0.0164846251934412,0.0136417204012608,pythia-410m-full,16,33554432,60,0.0201646895074563,0.0165397207865381,0.0137055951046427,5.7580285971300244e-05,5.7580285971300244e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Plaus,ses-9,60,-0.0142047122532706,-0.0062618540778958,-0.0094387649187354,pythia-410m-full,256,536870912,60,-0.0141819683865554,-0.0062058830882037,-0.009425989978059,2.2743866715200026e-05,2.2743866715200026e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Plaus,ses-9,60,-0.0057325201928504,-0.0149831296021502,-0.003683654144031,pythia-410m-full,5000,10485760000,60,-0.0054839909714639,-0.0148664174070777,-0.0035239673855764,0.0002485292213865002,0.0002485292213865002
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Plaus,ses-9,60,-0.0167873724537182,-0.0190647494469316,-0.0109066056024502,pythia-410m-full,14000,29360128000,60,-0.0164517846445151,-0.0190401544454078,-0.0106843216346814,0.00033558780920309866,0.00033558780920309866
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Plaus,ses-9,60,-0.0094055313181232,-0.0140744800286682,-0.0059984733945891,pythia-410m-full,28000,58720256000,60,-0.0094104176788314,-0.0141512709718053,-0.0060457406750917,-4.886360708200241e-06,4.886360708200241e-06
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Plaus,ses-9,60,-0.0092656381436414,-0.0174327772449131,-0.0059231012445985,pythia-410m-full,51000,106954752000,60,-0.0093514480910113,-0.0174252615067438,-0.005988253442048,-8.580994736989873e-05,8.580994736989873e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Plaus,ses-9,60,-0.0172954414382463,-0.0173610388262236,-0.0111276120761514,pythia-410m-full,86000,180355072000,60,-0.0153059698468155,-0.0167442912483005,-0.0099050502534228,0.001989471591430798,0.001989471591430798
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Plaus,ses-9,60,-0.0141031395727748,-0.0168200590781585,-0.0090312443111592,pythia-410m-full,143000,299892736000,60,-0.0149548162304496,-0.0165096403342724,-0.0095767342780401,-0.0008516766576747992,0.0008516766576747992
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Sem,ses-5,72,-0.0053371683448381,0.0034981763376788,-0.0035108673349074,pythia-410m-full,0,0,72,-0.0054124221383826,0.0036100745487227,-0.0036131553399544,-7.525379354450003e-05,7.525379354450003e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Sem,ses-5,72,-0.0053371683448381,0.0034981763376788,-0.0035108673349074,pythia-410m-full,1,2097152,72,-0.0054124221383826,0.0036100745487227,-0.0036131553399544,-7.525379354450003e-05,7.525379354450003e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Sem,ses-5,72,-0.0047167197886084,0.0031988005563565,-0.0032285034407357,pythia-410m-full,4,8388608,72,-0.0046819932385774,0.0033048753129717,-0.0031746031746031,3.472655003100046e-05,3.472655003100046e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Sem,ses-5,72,0.0045789856562582,0.0048128480897188,0.0030159648913266,pythia-410m-full,16,33554432,72,0.0042452359442314,0.0047022310983881,0.0027844387481663,-0.00033374971202680074,0.00033374971202680074
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Sem,ses-5,72,0.0062230999531887,0.0172882312995862,0.0043659215567376,pythia-410m-full,256,536870912,72,0.0062086449297248,0.0172561953342809,0.0043371339145987,-1.4455023463900117e-05,1.4455023463900117e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Sem,ses-5,72,-0.0005449015660869,0.0010881021373619,-0.0004471272076905,pythia-410m-full,5000,10485760000,72,-0.00013031870172,0.0015948584578659,-0.0001139255625074,0.0004145828643669,0.0004145828643669
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Sem,ses-5,72,0.0039023396481305,0.0059564649350498,0.0026539756040045,pythia-410m-full,14000,29360128000,72,0.0036874107320109,0.0054758365722617,0.0026086503802112,-0.00021492891611959997,0.00021492891611959997
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Sem,ses-5,72,-0.0058660748867013,-0.0099299449219536,-0.0040069947845367,pythia-410m-full,28000,58720256000,72,-0.0050438474255062,-0.0110479004075569,-0.0033834667058668,0.0008222274611950995,0.0008222274611950995
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Sem,ses-5,72,0.0035939866541866,0.0030154059377708,0.0027813762330451,pythia-410m-full,51000,106954752000,72,0.0014292773640573,0.0012800669645584,0.0012390936180247,-0.0021647092901293,0.0021647092901293
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Sem,ses-5,72,0.0010192641986318,-0.0008329607660654,0.0009769423236527,pythia-410m-full,86000,180355072000,72,0.0007222517329149,-0.0006215205580968,0.0007460286835166,-0.0002970124657169,0.0002970124657169
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Sem,ses-5,72,0.0014819004044859,0.0047945977052359,0.00089119190026,pythia-410m-full,143000,299892736000,72,-0.0042197127491844,0.0028453768371862,-0.0030582275999987,-0.0057016131536703,0.0057016131536703
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Sem,ses-7,72,0.0008653747899956,0.0035277587791219,0.0007245910776684,pythia-410m-full,0,0,72,0.0007351940631454,0.0036282906511518,0.0006210780665729,-0.00013018072685019996,0.00013018072685019996
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Sem,ses-7,72,0.0008653747899956,0.0035277587791219,0.0007245910776684,pythia-410m-full,1,2097152,72,0.0007351940631454,0.0036282906511518,0.0006210780665729,-0.00013018072685019996,0.00013018072685019996
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Sem,ses-7,72,0.0014806873754226,0.003183312293537,0.0012323560847581,pythia-410m-full,4,8388608,72,0.001264584954291,0.0032842860291295,0.0011196555282991,-0.0002161024211316,0.0002161024211316
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step16,16,33554432,Sem,ses-7,72,0.0044212983456083,0.0047003884566597,0.0030582275999987,pythia-410m-full,16,33554432,72,0.0041363450272317,0.0045906128550737,0.0028377265112746,-0.0002849533183766004,0.0002849533183766004
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step256,256,536870912,Sem,ses-7,72,0.0096229200346772,0.0164530296265036,0.0061587179086696,pythia-410m-full,256,536870912,72,0.009629223761539,0.0164203258316637,0.0061421803270153,6.303726861799086e-06,6.303726861799086e-06
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step5000,5000,10485760000,Sem,ses-7,72,-0.0063924921319561,0.0003225619166773,-0.0044498344710577,pythia-410m-full,5000,10485760000,72,-0.0058752185962989,0.0008351016817405,-0.0039880071907855,0.0005172735356572004,0.0005172735356572004
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step14000,14000,29360128000,Sem,ses-7,72,8.086908329579177e-05,0.0069031100159793,-0.0002327511492087,pythia-410m-full,14000,29360128000,72,0.0003105649035745,0.0064239356018909,0.0001065755262166,0.00022969582027870821,0.00022969582027870821
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step28000,28000,58720256000,Sem,ses-7,72,-0.0075331109774886,-0.0087877649026477,-0.0051284878219086,pythia-410m-full,28000,58720256000,72,-0.007289246144153,-0.0099731485079083,-0.0049092117392329,0.0002438648333355992,0.0002438648333355992
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step51000,51000,106954752000,Sem,ses-7,72,0.000355506624301,0.0041070911530896,0.0003626017903463,pythia-410m-full,51000,106954752000,72,-0.001139537323767,0.0023637068546267,-0.0006725283206085,-0.001495043948068,0.001495043948068
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step86000,86000,180355072000,Sem,ses-7,72,-0.0053510218841042,-0.0001124282159365,-0.0034667671171626,pythia-410m-full,86000,180355072000,72,-0.0060601200127694,7.137881385546607e-05,-0.0039047067794897,-0.0007090981286652,0.0007090981286652
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step143000,143000,299892736000,Sem,ses-7,72,-0.0065128220280012,0.0060506145831507,-0.0044810721252936,pythia-410m-full,143000,299892736000,72,-0.0111456092600339,0.0041439197065941,-0.007653837790824,-0.0046327872320327,0.0046327872320327
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step0,0,0,Sem,ses-9,72,0.0044376763938195,0.0038997272094638,0.0030766026907257,pythia-410m-full,0,0,72,0.0043780489728936,0.0039983340955407,0.0029632896312425,-5.96274209259005e-05,5.96274209259005e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step1,1,2097152,Sem,ses-9,72,0.0044376763938195,0.0038997272094638,0.0030766026907257,pythia-410m-full,1,2097152,72,0.0043780489728936,0.0039983340955407,0.0029632896312425,-5.96274209259005e-05,5.96274209259005e-05
ds003604,pythia-410m-full,EleutherAI/pythia-410m@step4,4,8388608,Sem,ses-9,72,0.0044338842407586,0.0035312004898737,0.0030061648429389,pythia-410m-full,4,8388608,72,0.0043444420314412,0.0036326974365922,0.0029743146856787,-8.944220931739969e-05,8.944220931739969e-05
