family,model_ref,dataset,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,rsa_lo,rsa_hi
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-1024,ds003604,1024,,Phon,ses-7,72,0.0027461325167923,0.0082688084250439,0.0014510196644095,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-2048,ds003604,2048,,Phon,ses-7,72,0.00826295132824,0.0038547848120844,0.0054133017281772,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-4096,ds003604,4096,,Phon,ses-7,72,-0.0050558763908437,-0.0163405214214034,-0.0034091918328846,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-8192,ds003604,8192,,Phon,ses-7,72,0.0083295306704679,-0.0019355479400036,0.0052032131908651,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-16384,ds003604,16384,,Phon,ses-7,72,-0.041488788224963,-0.0114148402842094,-0.0277531245310523,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-32768,ds003604,32768,,Phon,ses-7,72,0.0397291350656157,0.0174123763554499,0.0267933322920781,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-65536,ds003604,65536,,Phon,ses-7,72,-0.0036714861324602,-0.0195604862010383,-0.0025988503318235,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-0,ds003604,0,,Phon,ses-9,72,0.0127777707652529,-0.0023992422140406,0.0082583782757427,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-1,ds003604,1,,Phon,ses-9,72,0.0127777707652529,-0.0023992422140406,0.0082583782757427,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-2,ds003604,2,,Phon,ses-9,72,0.0127777707652529,-0.0023992422140406,0.0082583782757427,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-4,ds003604,4,,Phon,ses-9,72,0.0128108595823247,-0.002392178583299,0.0082871659178817,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-6,ds003604,6,,Phon,ses-9,72,0.0128471275703537,-0.002385452536643,0.0082988034753421,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-8,ds003604,8,,Phon,ses-9,72,0.0128046895186179,-0.0023744803081154,0.00825654076667,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-16,ds003604,16,,Phon,ses-9,72,0.0130160605515076,-0.0022748664743955,0.0084825543826122,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-32,ds003604,32,,Phon,ses-9,72,0.0142733299632252,-0.0014792089013842,0.009305145944158,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-64,ds003604,64,,Phon,ses-9,72,0.0224131904607868,0.0133221583554318,0.0150749244324393,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-128,ds003604,128,,Phon,ses-9,72,0.0005196902517351,-0.0052335472248502,0.0004942899405565,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-256,ds003604,256,,Phon,ses-9,72,0.0206859089366362,0.0141382296939576,0.0139662939585764,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-512,ds003604,512,,Phon,ses-9,72,0.0072102095395961,0.0089364041610731,0.0050752000588002,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-1024,ds003604,1024,,Phon,ses-9,72,0.0188701086287288,0.0062556579385753,0.0124258488526287,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-2048,ds003604,2048,,Phon,ses-9,72,0.0052551954625843,0.003437542855516,0.0039224693671925,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-4096,ds003604,4096,,Phon,ses-9,72,0.0043189015895355,-0.0135404588939641,0.0033295664397342,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-8192,ds003604,8192,,Phon,ses-9,72,0.004874963310452,-0.0023279158555202,0.0032125783621056,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-16384,ds003604,16384,,Phon,ses-9,72,0.0062746299739459,-0.0002452941033464,0.0044265593561368,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-32768,ds003604,32768,,Phon,ses-9,72,0.0466642069053037,0.0170923072096502,0.0310465532923568,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-65536,ds003604,65536,,Phon,ses-9,72,0.0105392865997142,-0.0139205777580132,0.0067418207877401,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-0,ds003604,0,,Plaus,ses-5,60,-0.0128894177781654,0.0048800843797471,-0.0088332327306755,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-1,ds003604,1,,Plaus,ses-5,60,-0.0128894177781654,0.0048800843797471,-0.0088332327306755,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-2,ds003604,2,,Plaus,ses-5,60,-0.0128894177781654,0.0048800843797471,-0.0088332327306755,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-4,ds003604,4,,Plaus,ses-5,60,-0.0128893788257771,0.0048740904922789,-0.0088191802959315,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-6,ds003604,6,,Plaus,ses-5,60,-0.0128968403721552,0.0048702606305505,-0.0088076828493227,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-8,ds003604,8,,Plaus,ses-5,60,-0.0128654057948093,0.0048679439225511,-0.0087795779798347,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-16,ds003604,16,,Plaus,ses-5,60,-0.012740985374563,0.0048439435445465,-0.0086646035137474,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-32,ds003604,32,,Plaus,ses-5,60,-0.0122767291707689,0.0045832824683673,-0.0083120151510796,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-64,ds003604,64,,Plaus,ses-5,60,0.0039733848934555,0.0033978424689427,0.0025901192221338,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-128,ds003604,128,,Plaus,ses-5,60,0.0099163551021117,0.0232999466180279,0.0063485067691216,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-256,ds003604,256,,Plaus,ses-5,60,-0.0330206179697938,-0.0090964634851602,-0.0225471315467578,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-512,ds003604,512,,Plaus,ses-5,60,-0.0085421061873374,0.0075797093199023,-0.00581962422512,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-1024,ds003604,1024,,Plaus,ses-5,60,-0.0083165458909095,-0.0079747503318811,-0.00544659595737,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-2048,ds003604,2048,,Plaus,ses-5,60,-0.0347008833389982,-0.0298280728674457,-0.0230095843992424,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-4096,ds003604,4096,,Plaus,ses-5,60,-0.0295511547135249,-0.0355645643011318,-0.0199461536250491,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-8192,ds003604,8192,,Plaus,ses-5,60,-0.0438850774487901,-0.0422831151939488,-0.0295503540255435,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-16384,ds003604,16384,,Plaus,ses-5,60,-0.049105673452683,-0.0345801052391024,-0.032975315620878,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-32768,ds003604,32768,,Plaus,ses-5,60,-0.0142995310224421,-0.0180367468859017,-0.0095626818432961,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-65536,ds003604,65536,,Plaus,ses-5,60,-0.0084016655153981,-0.016097387256007,-0.0054861982734667,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-0,ds003604,0,,Plaus,ses-7,60,-0.0331356919808734,0.0042552503706867,-0.0222635278637424,,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-1,ds003604,1,,Plaus,ses-7,60,-0.0331356919808734,0.0042552503706867,-0.0222635278637424,,
