family,model_ref,step,tokens,task,session,rsa_intact,rsa_circuit_ablated,rsa_random_ablated
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-64,64,,Plaus,ses-7,-0.0304201219035549,-0.0341692914399892,-0.0274769703336609
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-64,64,,Plaus,ses-9,-0.0248161911185081,-0.0278375309517976,-0.0262642374969095
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-256,256,,Plaus,ses-5,0.0217190023291418,0.0223886544763616,0.016352808789905
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-256,256,,Plaus,ses-7,0.0231614763519969,0.0218213021208855,0.0161949087919278
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-256,256,,Plaus,ses-9,0.0311260560364405,0.0322593736095654,0.0246641577830109
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-500,500,,Plaus,ses-5,0.0262800088861217,0.0273370230586398,0.025886464251194
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-500,500,,Plaus,ses-7,0.0456576534861649,0.0446193624282823,0.0457137817136617
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-500,500,,Plaus,ses-9,0.0480504381058966,0.0492364604243924,0.0458386154620282
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-1000,1000,,Plaus,ses-5,0.0208711343494327,0.0203826714003412,0.0284915523712074
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-1000,1000,,Plaus,ses-7,0.0459554141983002,0.0448928363263221,0.0450358716601255
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-1000,1000,,Plaus,ses-9,0.046651350551526,0.0460038320169382,0.0454055146767973
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2000,2000,,Plaus,ses-5,-0.0313080199542914,-0.0323272503101732,-0.0238510980902774
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2000,2000,,Plaus,ses-7,-0.0422814747077733,-0.0439273645943164,-0.0330878627761028
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2000,2000,,Plaus,ses-9,-0.0394580974038119,-0.0403927902570079,-0.0328828065840637
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2500,2500,,Plaus,ses-5,-0.0303851664631124,-0.0267048387809068,-0.0272278806306874
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2500,2500,,Plaus,ses-7,-0.054188810806362,-0.0488843156861467,-0.0494901162128815
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-2500,2500,,Plaus,ses-9,-0.0456051737990374,-0.0394200301003498,-0.0433012136087244
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-4000,4000,,Plaus,ses-5,-0.0492405763934212,-0.0480354565845579,-0.0467172644845686
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-4000,4000,,Plaus,ses-7,-0.0668731431781971,-0.0653560233952588,-0.0655198246800611
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-4000,4000,,Plaus,ses-9,-0.0593104222995584,-0.0599348225916992,-0.0570379724273463
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-5500,5500,,Plaus,ses-5,-0.0433260825446227,-0.0465688061127074,-0.04170069892649
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-5500,5500,,Plaus,ses-7,-0.0482336593202805,-0.0502165674342853,-0.0459128111056245
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-5500,5500,,Plaus,ses-9,-0.0465691978006118,-0.048226870784611,-0.045374173152379
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-7500,7500,,Plaus,ses-5,-0.049137142654374,-0.0512179251360091,-0.050192546794843
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-7500,7500,,Plaus,ses-7,-0.0595224444770358,-0.0632291970266495,-0.0600193665864498
beetle-humanscale-eng,Beetle-HumanScale/beetle-monolingual-humanscale-eng@step-7500,7500,,Plaus,ses-9,-0.059150832200734,-0.0597260096582122,-0.0593043197587271
