dataset,family,model_ref,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,n_stim_ceil,ceiling_lower,ceiling_upper,ceiling_n,n_subjects,frac_of_ceiling,params,cell
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Plaus,ses-7,60,0.0115028144642401,0.0174604931775339,0.00752252381728,60,0.8460574463236867,0.8583435468318904,103,103,0.013595784203806091,95592496,ds003604/Plaus/ses-7
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Plaus,ses-7,60,-0.0070226276208864,0.0013174225527824,-0.0046238897778118,60,0.8460574463236867,0.8583435468318904,103,103,-0.008300414648439445,95592496,ds003604/Plaus/ses-7
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Plaus,ses-7,60,-0.0142858457500247,-0.008922417733343,-0.0096738238271806,60,0.8460574463236867,0.8583435468318904,103,103,-0.016885195930961862,95592496,ds003604/Plaus/ses-7
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Plaus,ses-9,60,0.0171257713269424,0.0172395858880718,0.0111914867795332,60,0.8571027495439336,0.8668304319330727,89,89,0.01998100150309291,95592496,ds003604/Plaus/ses-9
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Plaus,ses-9,60,-0.0013149428215998,0.001223281779004,-0.0007377528240603,60,0.8571027495439336,0.8668304319330727,89,89,-0.0015341717458023372,95592496,ds003604/Plaus/ses-9
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Plaus,ses-9,60,-0.0027617860040076,-0.0085248203122329,-0.0019041049078128,60,0.8571027495439336,0.8668304319330727,89,89,-0.0032222344467768334,95592496,ds003604/Plaus/ses-9
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Sem,ses-5,72,-0.0113798898702555,-0.0022978950150296,-0.0076452627484848,72,0.859195657929363,0.8653111991561983,89,89,-0.013244817714373358,95592496,ds003604/Sem/ses-5
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Sem,ses-5,72,0.0040263150989374,0.0019314156757267,0.0023654866795904,72,0.859195657929363,0.8653111991561983,89,89,0.004686144607202397,95592496,ds003604/Sem/ses-5
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Sem,ses-5,72,-0.0005835108151871,0.0058375376608419,-0.0003920019355095,72,0.859195657929363,0.8653111991561983,89,89,-0.0006791361313363063,95592496,ds003604/Sem/ses-5
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Sem,ses-7,72,-0.0170744224698025,-0.002767366641905,-0.0110415920178605,72,0.8546160651387789,0.8628169684175333,117,117,-0.019979056287725918,95592496,ds003604/Sem/ses-7
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Sem,ses-7,72,-0.0050795965705354,0.0015976680044374,-0.003818956356097,72,0.8546160651387789,0.8628169684175333,117,117,-0.0059437176268275944,95592496,ds003604/Sem/ses-7
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Sem,ses-7,72,-0.0024757348285554,0.0069416676435576,-0.001884671805567,72,0.8546160651387789,0.8628169684175333,117,117,-0.0028968971325777403,95592496,ds003604/Sem/ses-7
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Sem,ses-9,72,-0.0090103195177838,-0.0022514575179334,-0.0059051416566369,72,0.8812944437325619,0.8860079710947208,83,83,-0.010223960427598107,95592496,ds003604/Sem/ses-9
